name,cell_id,element,num_element,activity_type,ctrl_type,node_type,poi_id,x_coord,y_coord,boundary
,0,39936;63722,2,footway;footway,,,,120.29621948,31.09741925,"POLYGON ((120.29253846 31.09972631, 120.29990051 31.09972631, 120.29990051 31.09511219, 120.29253846 31.09511219, 120.29253846 31.09972631))"
,1,63666,1,residential,,,,120.30358153,31.09741925,"POLYGON ((120.29990051 31.09972631, 120.30726255 31.09972631, 120.30726255 31.09511219, 120.29990051 31.09511219, 120.29990051 31.09972631))"
,2,63515,1,primary,,,,120.37720198,31.09741925,"POLYGON ((120.37352096 31.09972631, 120.380883 31.09972631, 120.380883 31.09511219, 120.37352096 31.09511219, 120.37352096 31.09972631))"
,3,11896;11897;63514,3,residential;primary;primary,,,,120.40665016,31.09741925,"POLYGON ((120.40296914 31.09972631, 120.41033118 31.09972631, 120.41033118 31.09511219, 120.40296914 31.09511219, 120.40296914 31.09972631))"
,4,63360,1,primary,,,,120.42873629,31.09741925,"POLYGON ((120.42505527 31.09972631, 120.43241732 31.09972631, 120.43241732 31.09511219, 120.42505527 31.09511219, 120.42505527 31.09972631))"
,5,63767,1,primary,,,,120.43609835,31.09741925,"POLYGON ((120.43241732 31.09972631, 120.43977937 31.09972631, 120.43977937 31.09511219, 120.43241732 31.09511219, 120.43241732 31.09972631))"
,6,63359,1,secondary,,,,120.44346039,31.09741925,"POLYGON ((120.43977937 31.09972631, 120.44714141 31.09972631, 120.44714141 31.09511219, 120.43977937 31.09511219, 120.43977937 31.09972631))"
,7,63647,1,secondary,,,,120.46554653,31.09741925,"POLYGON ((120.4618655 31.09972631, 120.46922755 31.09972631, 120.46922755 31.09511219, 120.4618655 31.09511219, 120.4618655 31.09972631))"
,8,63740;63741,2,residential;footway,,,,120.59806334,31.09741925,"POLYGON ((120.59438231 31.09972631, 120.60174436 31.09972631, 120.60174436 31.09511219, 120.59438231 31.09511219, 120.59438231 31.09972631))"
,9,34066;63659;63739;63742,4,residential;tertiary;primary;primary,,,,120.60542538,31.09741925,"POLYGON ((120.60174436 31.09972631, 120.6091064 31.09972631, 120.6091064 31.09511219, 120.60174436 31.09511219, 120.60174436 31.09972631))"
,10,62142;63432;63836;63837,4,secondary;secondary;footway;footway,,,,120.61278742,31.09741925,"POLYGON ((120.6091064 31.09972631, 120.61646845 31.09972631, 120.61646845 31.09511219, 120.6091064 31.09511219, 120.6091064 31.09972631))"
,11,63635;63665,2,primary;primary,,,,120.62014948,31.09741925,"POLYGON ((120.61646845 31.09972631, 120.6238305 31.09972631, 120.6238305 31.09511219, 120.61646845 31.09511219, 120.61646845 31.09972631))"
,12,63744,1,secondary,,,,120.62751152,31.09741925,"POLYGON ((120.6238305 31.09972631, 120.63119254 31.09972631, 120.63119254 31.09511219, 120.6238305 31.09511219, 120.6238305 31.09972631))"
,13,63686,1,secondary,,,,120.64223561,31.09741925,"POLYGON ((120.63855459 31.09972631, 120.64591663 31.09972631, 120.64591663 31.09511219, 120.63855459 31.09511219, 120.63855459 31.09972631))"
,14,20108;63358;63636,3,secondary;secondary;tertiary,,,,120.64959766,31.09741925,"POLYGON ((120.64591663 31.09972631, 120.65327868 31.09972631, 120.65327868 31.09511219, 120.64591663 31.09511219, 120.64591663 31.09972631))"
,15,3865;20107;63361;63626,4,secondary;secondary;secondary;tertiary,,,,120.6569597,31.09741925,"POLYGON ((120.65327868 31.09972631, 120.66064072 31.09972631, 120.66064072 31.09511219, 120.65327868 31.09511219, 120.65327868 31.09972631))"
,16,63357;63625,2,tertiary;secondary,,,,120.66432174,31.09741925,"POLYGON ((120.66064072 31.09972631, 120.66800277 31.09972631, 120.66800277 31.09511219, 120.66064072 31.09511219, 120.66064072 31.09972631))"
,17,17771;17774;63332;63583;63586;63624;63743,7,secondary;secondary;primary;secondary;tertiary;tertiary;primary,,,,120.67168379,31.09741925,"POLYGON ((120.66800277 31.09972631, 120.67536481 31.09972631, 120.67536481 31.09511219, 120.66800277 31.09511219, 120.66800277 31.09972631))"
,18,17764;31295;33611;33612;61165;61166;63356;63513;63584;63585;63639;63640,12,tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;motorway;motorway;unclassified;tertiary;tertiary;tertiary,,,,120.67904584,31.09741925,"POLYGON ((120.67536481 31.09972631, 120.68272686 31.09972631, 120.68272686 31.09511219, 120.67536481 31.09511219, 120.67536481 31.09972631))"
,19,31286;31290;63637;63638,4,secondary;secondary;secondary;tertiary,,,,120.68640788,31.09741925,"POLYGON ((120.68272686 31.09972631, 120.6900889 31.09972631, 120.6900889 31.09511219, 120.68272686 31.09511219, 120.68272686 31.09972631))"
,20,31281;31288;63628,3,secondary;primary;primary,,,,120.69376992,31.09741925,"POLYGON ((120.6900889 31.09972631, 120.69745095 31.09972631, 120.69745095 31.09511219, 120.6900889 31.09511219, 120.6900889 31.09972631))"
,21,31289;63512,2,secondary;secondary,,,,120.70113197,31.09741925,"POLYGON ((120.69745095 31.09972631, 120.70481299 31.09972631, 120.70481299 31.09511219, 120.69745095 31.09511219, 120.69745095 31.09972631))"
,22,63516;63523,2,primary;primary,,,,120.72321811,31.09741925,"POLYGON ((120.71953708 31.09972631, 120.72689913 31.09972631, 120.72689913 31.09511219, 120.71953708 31.09511219, 120.71953708 31.09972631))"
,23,63517,1,tertiary,,,,120.76739037,31.09741925,"POLYGON ((120.76370935 31.09972631, 120.7710714 31.09972631, 120.7710714 31.09511219, 120.76370935 31.09511219, 120.76370935 31.09972631))"
,24,12385;12479;12480;12481;63518;63520;63522;63524,8,secondary;tertiary;tertiary;tertiary;unclassified;tertiary;tertiary;tertiary,,,,120.77475242,31.09741925,"POLYGON ((120.7710714 31.09972631, 120.77843344 31.09972631, 120.77843344 31.09511219, 120.7710714 31.09511219, 120.7710714 31.09972631))"
,25,12478;63519,2,secondary;secondary,,,,120.78211447,31.09741925,"POLYGON ((120.77843344 31.09972631, 120.78579549 31.09972631, 120.78579549 31.09511219, 120.77843344 31.09511219, 120.77843344 31.09972631))"
,26,12379;12482;57624;63521,4,primary;primary;residential;primary,,,,120.78947651,31.09741925,"POLYGON ((120.78579549 31.09972631, 120.79315753 31.09972631, 120.79315753 31.09511219, 120.78579549 31.09511219, 120.78579549 31.09972631))"
,27,57529;57599;57600;57625;57626;57627;63828;63829;63830;63831,10,residential;residential;residential;residential;residential;unclassified;unclassified;residential;residential;residential,,,,120.79683855,31.09741925,"POLYGON ((120.79315753 31.09972631, 120.80051958 31.09972631, 120.80051958 31.09511219, 120.79315753 31.09511219, 120.79315753 31.09972631))"
,28,63629;63630,2,motorway;motorway,,,,120.81892469,31.09741925,"POLYGON ((120.81524367 31.09972631, 120.82260572 31.09972631, 120.82260572 31.09511219, 120.81524367 31.09511219, 120.81524367 31.09972631))"
,29,63384,1,primary,,,,120.84837287,31.09741925,"POLYGON ((120.84469185 31.09972631, 120.8520539 31.09972631, 120.8520539 31.09511219, 120.84469185 31.09511219, 120.84469185 31.09972631))"
,30,62134;62135;62137,3,tertiary;unclassified;tertiary,,,,120.89254514,31.09741925,"POLYGON ((120.88886412 31.09972631, 120.89622617 31.09972631, 120.89622617 31.09511219, 120.88886412 31.09511219, 120.88886412 31.09972631))"
,31,63835,1,tertiary,,,,120.89990719,31.09741925,"POLYGON ((120.89622617 31.09972631, 120.90358821 31.09972631, 120.90358821 31.09511219, 120.89622617 31.09511219, 120.89622617 31.09972631))"
,32,63335,1,primary,,,,120.90726924,31.09741925,"POLYGON ((120.90358821 31.09972631, 120.91095026 31.09972631, 120.91095026 31.09511219, 120.90358821 31.09511219, 120.90358821 31.09972631))"
,33,4039;4041;4044;4045;4046;18070;58232;63501;63502;63589;63832,11,unclassified;tertiary;unclassified;unclassified;unclassified;trunk;trunk;trunk;trunk;tertiary;residential,,,,120.99561378,31.09741925,"POLYGON ((120.99193276 31.09972631, 120.9992948 31.09972631, 120.9992948 31.09511219, 120.99193276 31.09511219, 120.99193276 31.09972631))"
,34,39373;39374;63712;63713,4,unclassified;unclassified;unclassified;unclassified,,,,121.01033787,31.09741925,"POLYGON ((121.00665685 31.09972631, 121.01401889 31.09972631, 121.01401889 31.09511219, 121.00665685 31.09511219, 121.00665685 31.09972631))"
,35,9975;9976;9977;39935;63645,5,primary;tertiary;tertiary;tertiary;primary,,,,120.29621948,31.10203337,"POLYGON ((120.29253846 31.10434043, 120.29990051 31.10434043, 120.29990051 31.09972631, 120.29253846 31.09972631, 120.29253846 31.10434043))"
,36,9978;9979;9980;9981;9982;9983;9984;9985;9986;34581;34582,11,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,120.30358153,31.10203337,"POLYGON ((120.29990051 31.10434043, 120.30726255 31.10434043, 120.30726255 31.09972631, 120.29990051 31.09972631, 120.29990051 31.10434043))"
,37,11898;11899;11900;11901;11902,5,residential;residential;residential;primary;primary,,,,120.40665016,31.10203337,"POLYGON ((120.40296914 31.10434043, 120.41033118 31.10434043, 120.41033118 31.09972631, 120.40296914 31.09972631, 120.40296914 31.10434043))"
,38,3866;3867;3868;3869,4,secondary;primary;secondary;primary,,,,120.44346039,31.10203337,"POLYGON ((120.43977937 31.10434043, 120.44714141 31.10434043, 120.44714141 31.09972631, 120.43977937 31.09972631, 120.43977937 31.10434043))"
,39,31870,1,tertiary,,,,120.45818448,31.10203337,"POLYGON ((120.45450346 31.10434043, 120.4618655 31.10434043, 120.4618655 31.09972631, 120.45450346 31.09972631, 120.45450346 31.10434043))"
,40,34064;34065,2,residential;residential,,,,120.60542538,31.10203337,"POLYGON ((120.60174436 31.10434043, 120.6091064 31.10434043, 120.6091064 31.09972631, 120.60174436 31.09972631, 120.60174436 31.10434043))"
,41,62141,1,footway,,,,120.61278742,31.10203337,"POLYGON ((120.6091064 31.10434043, 120.61646845 31.10434043, 120.61646845 31.09972631, 120.6091064 31.09972631, 120.6091064 31.10434043))"
,42,62143,1,secondary,,,,120.62014948,31.10203337,"POLYGON ((120.61646845 31.10434043, 120.6238305 31.10434043, 120.6238305 31.09972631, 120.61646845 31.09972631, 120.61646845 31.10434043))"
,43,31207,1,secondary,,,,120.64223561,31.10203337,"POLYGON ((120.63855459 31.10434043, 120.64591663 31.10434043, 120.64591663 31.09972631, 120.63855459 31.09972631, 120.63855459 31.10434043))"
,44,20110;31208,2,secondary;tertiary,,,,120.64959766,31.10203337,"POLYGON ((120.64591663 31.10434043, 120.65327868 31.10434043, 120.65327868 31.09972631, 120.64591663 31.09972631, 120.64591663 31.10434043))"
,45,20109,1,secondary,,,,120.6569597,31.10203337,"POLYGON ((120.65327868 31.10434043, 120.66064072 31.10434043, 120.66064072 31.09972631, 120.65327868 31.09972631, 120.65327868 31.10434043))"
,46,3455,1,tertiary,,,,120.66432174,31.10203337,"POLYGON ((120.66064072 31.10434043, 120.66800277 31.10434043, 120.66800277 31.09972631, 120.66064072 31.09972631, 120.66064072 31.10434043))"
,47,3453;3454;17763;17770;17772;17782;20111;33623,8,tertiary;tertiary;secondary;tertiary;secondary;tertiary;tertiary;tertiary,,,,120.67168379,31.10203337,"POLYGON ((120.66800277 31.10434043, 120.67536481 31.10434043, 120.67536481 31.09972631, 120.66800277 31.09972631, 120.66800277 31.10434043))"
,48,3289;5174;5179;5196;31294;61167;61168;61169;61170,9,motorway;motorway;motorway;motorway;tertiary;tertiary;tertiary;tertiary;tertiary,,,,120.67904584,31.10203337,"POLYGON ((120.67536481 31.10434043, 120.68272686 31.10434043, 120.68272686 31.09972631, 120.67536481 31.09972631, 120.67536481 31.10434043))"
,49,31280;31291;33610,3,secondary;tertiary;secondary,,,,120.68640788,31.10203337,"POLYGON ((120.68272686 31.10434043, 120.6900889 31.10434043, 120.6900889 31.09972631, 120.68272686 31.09972631, 120.68272686 31.10434043))"
,50,31283;31284,2,tertiary;primary,,,,120.69376992,31.10203337,"POLYGON ((120.6900889 31.10434043, 120.69745095 31.10434043, 120.69745095 31.09972631, 120.6900889 31.09972631, 120.6900889 31.10434043))"
,51,31285,1,secondary,,,,120.70113197,31.10203337,"POLYGON ((120.69745095 31.10434043, 120.70481299 31.10434043, 120.70481299 31.09972631, 120.69745095 31.09972631, 120.69745095 31.10434043))"
,52,36903;36904;50687;50688,4,primary;residential;residential;residential,,,,120.73058015,31.10203337,"POLYGON ((120.72689913 31.10434043, 120.73426117 31.10434043, 120.73426117 31.09972631, 120.72689913 31.09972631, 120.72689913 31.10434043))"
,53,5099;12430;12483;12484;12485;12486;12487,7,secondary;secondary;tertiary;tertiary;secondary;secondary;secondary,,,,120.77475242,31.10203337,"POLYGON ((120.7710714 31.10434043, 120.77843344 31.10434043, 120.77843344 31.09972631, 120.7710714 31.09972631, 120.7710714 31.10434043))"
,54,12488,1,tertiary,,,,120.78211447,31.10203337,"POLYGON ((120.77843344 31.10434043, 120.78579549 31.10434043, 120.78579549 31.09972631, 120.77843344 31.09972631, 120.77843344 31.10434043))"
,55,57451,1,primary,,,,120.78947651,31.10203337,"POLYGON ((120.78579549 31.10434043, 120.79315753 31.10434043, 120.79315753 31.09972631, 120.78579549 31.09972631, 120.78579549 31.10434043))"
,56,17759;57452;57453;57454;57455;57456;57458;57495;57496;57528,10,unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;residential;unclassified;unclassified;residential,,,,120.79683855,31.10203337,"POLYGON ((120.79315753 31.10434043, 120.80051958 31.10434043, 120.80051958 31.09972631, 120.79315753 31.09972631, 120.79315753 31.10434043))"
,57,57509;57510,2,unclassified;residential,,,,120.80420061,31.10203337,"POLYGON ((120.80051958 31.10434043, 120.80788163 31.10434043, 120.80788163 31.09972631, 120.80051958 31.09972631, 120.80051958 31.10434043))"
,58,26469;26470;26471;26472,4,motorway;motorway;motorway;motorway,,,,120.81892469,31.10203337,"POLYGON ((120.81524367 31.10434043, 120.82260572 31.10434043, 120.82260572 31.09972631, 120.81524367 31.09972631, 120.81524367 31.10434043))"
,59,62380;62381;62382,3,service;service;service,,,,120.8851831,31.10203337,"POLYGON ((120.88150208 31.10434043, 120.88886412 31.10434043, 120.88886412 31.09972631, 120.88150208 31.09972631, 120.88150208 31.10434043))"
,60,62136;62138;62139,3,tertiary;tertiary;tertiary,,,,120.89254514,31.10203337,"POLYGON ((120.88886412 31.10434043, 120.89622617 31.10434043, 120.89622617 31.09972631, 120.88886412 31.09972631, 120.88886412 31.10434043))"
,61,4037;4038;4042;4043;4048,5,unclassified;unclassified;unclassified;unclassified;unclassified,,,,120.99561378,31.10203337,"POLYGON ((120.99193276 31.10434043, 120.9992948 31.10434043, 120.9992948 31.09972631, 120.99193276 31.09972631, 120.99193276 31.10434043))"
,62,984;4040;4047;4049;8208;8209;8210;8211;11355;11359;11360,11,trunk;service;unclassified;service;service;service;service;service;trunk;trunk;trunk,,,,121.00297582,31.10203337,"POLYGON ((120.9992948 31.10434043, 121.00665685 31.10434043, 121.00665685 31.09972631, 120.9992948 31.09972631, 120.9992948 31.10434043))"
,63,8207;8212;8213;8214;8215;63429;63431;63500;63503,9,service;service;service;service;service;unclassified;service;trunk;trunk,,,,121.01033787,31.10203337,"POLYGON ((121.00665685 31.10434043, 121.01401889 31.10434043, 121.01401889 31.09972631, 121.00665685 31.09972631, 121.00665685 31.10434043))"
,64,4029;4032;4036;46186;63367,5,primary;primary;primary;unclassified;unclassified,,,,120.29621948,31.1066475,"POLYGON ((120.29253846 31.10895456, 120.29990051 31.10895456, 120.29990051 31.10434043, 120.29253846 31.10434043, 120.29253846 31.10895456))"
,65,9993;9995,2,secondary;secondary,,,,120.30358153,31.1066475,"POLYGON ((120.29990051 31.10895456, 120.30726255 31.10895456, 120.30726255 31.10434043, 120.29990051 31.10434043, 120.29990051 31.10895456))"
,66,9989;9990,2,footway;footway,,,,120.31094358,31.1066475,"POLYGON ((120.30726255 31.10895456, 120.3146246 31.10895456, 120.3146246 31.10434043, 120.30726255 31.10434043, 120.30726255 31.10895456))"
,67,11894,1,primary,,,,120.38456403,31.1066475,"POLYGON ((120.380883 31.10895456, 120.38824505 31.10895456, 120.38824505 31.10434043, 120.380883 31.10434043, 120.380883 31.10895456))"
,68,11890,1,primary,,,,120.40665016,31.1066475,"POLYGON ((120.40296914 31.10895456, 120.41033118 31.10895456, 120.41033118 31.10434043, 120.40296914 31.10434043, 120.40296914 31.10895456))"
,69,3851;3853;19522,3,primary;primary;primary,,,,120.43609835,31.1066475,"POLYGON ((120.43241732 31.10895456, 120.43977937 31.10895456, 120.43977937 31.10434043, 120.43241732 31.10434043, 120.43241732 31.10895456))"
,70,3852,1,primary,,,,120.44346039,31.1066475,"POLYGON ((120.43977937 31.10895456, 120.44714141 31.10895456, 120.44714141 31.10434043, 120.43977937 31.10434043, 120.43977937 31.10895456))"
,71,3870;32151,2,residential;tertiary,,,,120.45818448,31.1066475,"POLYGON ((120.45450346 31.10895456, 120.4618655 31.10895456, 120.4618655 31.10434043, 120.45450346 31.10434043, 120.45450346 31.10895456))"
,72,42182;42183;42184;42185;42186;42187,6,residential;residential;primary;primary;primary;primary,,,,120.60542538,31.1066475,"POLYGON ((120.60174436 31.10895456, 120.6091064 31.10895456, 120.6091064 31.10434043, 120.60174436 31.10434043, 120.60174436 31.10895456))"
,73,31230,1,secondary,,,,120.61278742,31.1066475,"POLYGON ((120.6091064 31.10895456, 120.61646845 31.10895456, 120.61646845 31.10434043, 120.6091064 31.10434043, 120.6091064 31.10895456))"
,74,31221;31229;42214;42215;42218;42219,6,secondary;tertiary;tertiary;tertiary;unclassified;unclassified,,,,120.62751152,31.1066475,"POLYGON ((120.6238305 31.10895456, 120.63119254 31.10895456, 120.63119254 31.10434043, 120.6238305 31.10434043, 120.6238305 31.10895456))"
,75,31220;31222,2,unclassified;tertiary,,,,120.63487356,31.1066475,"POLYGON ((120.63119254 31.10895456, 120.63855459 31.10895456, 120.63855459 31.10434043, 120.63119254 31.10434043, 120.63119254 31.10895456))"
,76,31217;31219;31228,3,tertiary;secondary;secondary,,,,120.64223561,31.1066475,"POLYGON ((120.63855459 31.10895456, 120.64591663 31.10895456, 120.64591663 31.10434043, 120.63855459 31.10434043, 120.63855459 31.10895456))"
,77,3457;3458;31206;31214;31215;31216;42220;42221,8,tertiary;tertiary;tertiary;secondary;unclassified;tertiary;tertiary;tertiary,,,,120.64959766,31.1066475,"POLYGON ((120.64591663 31.10895456, 120.65327868 31.10895456, 120.65327868 31.10434043, 120.64591663 31.10434043, 120.64591663 31.10895456))"
,78,3456;3871;38210,3,tertiary;secondary;secondary,,,,120.6569597,31.1066475,"POLYGON ((120.65327868 31.10895456, 120.66064072 31.10895456, 120.66064072 31.10434043, 120.65327868 31.10434043, 120.65327868 31.10895456))"
,79,20112;31213;38211,3,tertiary;tertiary;tertiary,,,,120.66432174,31.1066475,"POLYGON ((120.66064072 31.10895456, 120.66800277 31.10895456, 120.66800277 31.10434043, 120.66064072 31.10434043, 120.66064072 31.10895456))"
,80,31296;38085,2,tertiary;tertiary,,,,120.67168379,31.1066475,"POLYGON ((120.66800277 31.10895456, 120.67536481 31.10895456, 120.67536481 31.10434043, 120.66800277 31.10434043, 120.66800277 31.10895456))"
,81,3290;3291;3292;33613;33614;61163;61164,7,motorway;motorway;secondary;tertiary;tertiary;tertiary;tertiary,,,,120.67904584,31.1066475,"POLYGON ((120.67536481 31.10895456, 120.68272686 31.10895456, 120.68272686 31.10434043, 120.67536481 31.10434043, 120.67536481 31.10895456))"
,82,31287;33609,2,tertiary;tertiary,,,,120.68640788,31.1066475,"POLYGON ((120.68272686 31.10895456, 120.6900889 31.10895456, 120.6900889 31.10434043, 120.68272686 31.10434043, 120.68272686 31.10895456))"
,83,31282;31293;61171;61172,4,tertiary;primary;tertiary;tertiary,,,,120.69376992,31.1066475,"POLYGON ((120.6900889 31.10895456, 120.69745095 31.10895456, 120.69745095 31.10434043, 120.6900889 31.10434043, 120.6900889 31.10895456))"
,84,11415,1,secondary,,,,120.70113197,31.1066475,"POLYGON ((120.69745095 31.10895456, 120.70481299 31.10895456, 120.70481299 31.10434043, 120.69745095 31.10434043, 120.69745095 31.10895456))"
,85,36905,1,tertiary,,,,120.70849401,31.1066475,"POLYGON ((120.70481299 31.10895456, 120.71217504 31.10895456, 120.71217504 31.10434043, 120.70481299 31.10434043, 120.70481299 31.10895456))"
,86,50689;50690,2,residential;residential,,,,120.71585606,31.1066475,"POLYGON ((120.71217504 31.10895456, 120.71953708 31.10895456, 120.71953708 31.10434043, 120.71217504 31.10434043, 120.71217504 31.10895456))"
,87,5098;5104;5120;12382;12466,5,secondary;secondary;secondary;tertiary;unclassified,,,,120.77475242,31.1066475,"POLYGON ((120.7710714 31.10895456, 120.77843344 31.10895456, 120.77843344 31.10434043, 120.7710714 31.10434043, 120.7710714 31.10895456))"
,88,12384;12463,2,tertiary;tertiary,,,,120.78211447,31.1066475,"POLYGON ((120.77843344 31.10895456, 120.78579549 31.10895456, 120.78579549 31.10434043, 120.77843344 31.10434043, 120.77843344 31.10895456))"
,89,12381;12464;12465;17761,4,tertiary;primary;primary;primary,,,,120.78947651,31.1066475,"POLYGON ((120.78579549 31.10895456, 120.79315753 31.10895456, 120.79315753 31.10434043, 120.78579549 31.10434043, 120.78579549 31.10895456))"
,90,17758;17760;57457;57493;57494;57511,6,unclassified;unclassified;unclassified;unclassified;unclassified;residential,,,,120.79683855,31.1066475,"POLYGON ((120.79315753 31.10895456, 120.80051958 31.10895456, 120.80051958 31.10434043, 120.79315753 31.10434043, 120.79315753 31.10895456))"
,91,57459;57460,2,residential;residential,,,,120.80420061,31.1066475,"POLYGON ((120.80051958 31.10895456, 120.80788163 31.10895456, 120.80788163 31.10434043, 120.80051958 31.10434043, 120.80051958 31.10895456))"
,92,57444;57464,2,unclassified;unclassified,,,,120.81156265,31.1066475,"POLYGON ((120.80788163 31.10895456, 120.81524367 31.10895456, 120.81524367 31.10434043, 120.80788163 31.10434043, 120.80788163 31.10895456))"
,93,57467,1,unclassified,,,,120.81892469,31.1066475,"POLYGON ((120.81524367 31.10895456, 120.82260572 31.10895456, 120.82260572 31.10434043, 120.81524367 31.10434043, 120.81524367 31.10895456))"
,94,18099,1,unclassified,,,,120.89990719,31.1066475,"POLYGON ((120.89622617 31.10895456, 120.90358821 31.10895456, 120.90358821 31.10434043, 120.89622617 31.10434043, 120.89622617 31.10895456))"
,95,18098,1,residential,,,,120.90726924,31.1066475,"POLYGON ((120.90358821 31.10895456, 120.91095026 31.10895456, 120.91095026 31.10434043, 120.90358821 31.10434043, 120.90358821 31.10895456))"
,96,1067;18035,2,primary;primary,,,,120.91463128,31.1066475,"POLYGON ((120.91095026 31.10895456, 120.9183123 31.10895456, 120.9183123 31.10434043, 120.91095026 31.10434043, 120.91095026 31.10895456))"
,97,8203;8204;8216;8217;8218;8219;8220;8221;8222;8224;47842;47843;47844;47845;47846;47847;47848;63791;63792;63793,20,unclassified;unclassified;service;service;service;service;service;service;service;service;unclassified;service;service;footway;footway;service;footway;service;footway;footway,,,,121.01033787,31.1066475,"POLYGON ((121.00665685 31.10895456, 121.01401889 31.10895456, 121.01401889 31.10434043, 121.00665685 31.10434043, 121.00665685 31.10895456))"
,98,9994;46187;46188;46189;46190;63771,6,primary;primary;residential;residential;primary;residential,,,,120.29621948,31.11126162,"POLYGON ((120.29253846 31.11356868, 120.29990051 31.11356868, 120.29990051 31.10895456, 120.29253846 31.10895456, 120.29253846 31.11356868))"
,99,9992;9996,2,tertiary;unclassified,,,,120.30358153,31.11126162,"POLYGON ((120.29990051 31.11356868, 120.30726255 31.11356868, 120.30726255 31.10895456, 120.29990051 31.10895456, 120.29990051 31.11356868))"
,100,9987;9988;9998,3,secondary;residential;service,,,,120.31094358,31.11126162,"POLYGON ((120.30726255 31.11356868, 120.3146246 31.11356868, 120.3146246 31.10895456, 120.30726255 31.10895456, 120.30726255 31.11356868))"
,101,9991;32087,2,secondary;secondary,,,,120.31830562,31.11126162,"POLYGON ((120.3146246 31.11356868, 120.32198664 31.11356868, 120.32198664 31.10895456, 120.3146246 31.10895456, 120.3146246 31.11356868))"
,102,9997,1,unclassified,,,,120.32566766,31.11126162,"POLYGON ((120.32198664 31.11356868, 120.32934869 31.11356868, 120.32934869 31.10895456, 120.32198664 31.10895456, 120.32198664 31.11356868))"
,103,11895,1,primary,,,,120.38456403,31.11126162,"POLYGON ((120.380883 31.11356868, 120.38824505 31.11356868, 120.38824505 31.10895456, 120.380883 31.10895456, 120.380883 31.11356868))"
,104,11891,1,primary,,,,120.39928811,31.11126162,"POLYGON ((120.39560709 31.11356868, 120.40296914 31.11356868, 120.40296914 31.10895456, 120.39560709 31.10895456, 120.39560709 31.11356868))"
,105,3872;32152,2,primary;primary,,,,120.45082243,31.11126162,"POLYGON ((120.44714141 31.11356868, 120.45450346 31.11356868, 120.45450346 31.10895456, 120.44714141 31.10895456, 120.44714141 31.11356868))"
,106,42181,1,residential,,,,120.59070129,31.11126162,"POLYGON ((120.58702027 31.11356868, 120.59438231 31.11356868, 120.59438231 31.10895456, 120.58702027 31.10895456, 120.58702027 31.11356868))"
,107,7258;11859;19585;19586;19590;34067;37119,7,primary;primary;primary;primary;primary;tertiary;primary,,,,120.60542538,31.11126162,"POLYGON ((120.60174436 31.11356868, 120.6091064 31.11356868, 120.6091064 31.10895456, 120.60174436 31.10895456, 120.60174436 31.11356868))"
,108,345;23965;31245;34069;34070;36927;37118,7,secondary;primary;tertiary;residential;primary;residential;primary,,,,120.61278742,31.11126162,"POLYGON ((120.6091064 31.11356868, 120.61646845 31.11356868, 120.61646845 31.10895456, 120.6091064 31.10895456, 120.6091064 31.11356868))"
,109,6173;11477;11480;27189;31173;31224;34068;47461,8,primary;primary;primary;tertiary;tertiary;tertiary;tertiary;primary,,,,120.62014948,31.11126162,"POLYGON ((120.61646845 31.11356868, 120.6238305 31.11356868, 120.6238305 31.10895456, 120.61646845 31.10895456, 120.61646845 31.11356868))"
,110,8231;27188;31174;31225;42224;42225;42229;42238;42239;42240,10,secondary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;secondary;secondary;secondary,,,,120.62751152,31.11126162,"POLYGON ((120.6238305 31.11356868, 120.63119254 31.11356868, 120.63119254 31.10895456, 120.6238305 31.10895456, 120.6238305 31.11356868))"
,111,31223;42228,2,tertiary;tertiary,,,,120.63487356,31.11126162,"POLYGON ((120.63119254 31.11356868, 120.63855459 31.11356868, 120.63855459 31.10895456, 120.63119254 31.10895456, 120.63119254 31.11356868))"
,112,3300;19584;31175;31218;31226;37111;37112,7,secondary;secondary;secondary;tertiary;tertiary;secondary;secondary,,,,120.64223561,31.11126162,"POLYGON ((120.63855459 31.11356868, 120.64591663 31.11356868, 120.64591663 31.10895456, 120.63855459 31.10895456, 120.63855459 31.11356868))"
,113,3299;3462;19582;19583;31205;31227;37133;37134;37135;37136,10,unclassified;secondary;unclassified;secondary;tertiary;secondary;primary;primary;primary;primary,,,,120.64959766,31.11126162,"POLYGON ((120.64591663 31.11356868, 120.65327868 31.11356868, 120.65327868 31.10895456, 120.64591663 31.10895456, 120.64591663 31.11356868))"
,114,3873;19581;37147;37148;37149;37150,6,secondary;secondary;primary;primary;primary;primary,,,,120.6569597,31.11126162,"POLYGON ((120.65327868 31.11356868, 120.66064072 31.11356868, 120.66064072 31.10895456, 120.65327868 31.10895456, 120.65327868 31.11356868))"
,115,3460;3461;19579;19580;31185;31187,6,primary;tertiary;primary;tertiary;tertiary;tertiary,,,,120.66432174,31.11126162,"POLYGON ((120.66064072 31.11356868, 120.66800277 31.11356868, 120.66800277 31.10895456, 120.66064072 31.10895456, 120.66064072 31.11356868))"
,116,3459;31186;37146,3,primary;tertiary;primary,,,,120.67168379,31.11126162,"POLYGON ((120.66800277 31.11356868, 120.67536481 31.11356868, 120.67536481 31.10895456, 120.66800277 31.10895456, 120.66800277 31.11356868))"
