name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,0,28181695,,,,,footway,1,120.8442206,31.1192863,,,
,1,91954138,motorway_junction,,,,motorway,0,120.6731714,31.2144344,,,
,2,91954664,,,,,motorway,0,120.711025,31.2195332,,,
,3,91954713,,,,,motorway,0,120.7259898,31.2219278,,,
,4,91954850,,,,,motorway,0,120.7552229,31.2286607,,,
,5,91954905,,,,,motorway,0,120.7656375,31.2319108,,,
,6,91954965,,,,,motorway,0,120.7838013,31.2465803,,,
,7,91955395,,,,,motorway,0,120.8129355,31.258431,,,
,8,91955851,,,,,motorway,0,120.8471139,31.2517804,,,
,9,91956228,,,,,motorway,0,120.8724298,31.2460724,,,
,10,91956287,,,,,motorway,0,120.8868415,31.2425109,,,
,11,91956496,,,,,motorway,0,120.9154471,31.228985,,,
,12,91956901,motorway_junction,,,,motorway,0,120.9613169,31.2201525,,,
,13,91956957,,,,,motorway,0,120.9621246,31.2201316,,,
,14,91957111,,,,,motorway,0,120.96276,31.2201193,,,
,15,91957136,,,,,motorway,0,120.9634828,31.2200996,,,
,16,265585109,,,,,primary,0,120.5424842,31.3083371,,,
,17,265585218,,,,,secondary,0,120.5446942,31.2977419,,,
,18,265585221,,,,,secondary,0,120.5143956,31.2967046,,,
,19,265588106,,,,,primary,0,120.572956,31.3036729,,,
,20,265588107,,,,,primary,0,120.5750546,31.2953211,,,
,21,265588154,,,,,primary,0,120.6040707,31.3067693,,,
,22,265588897,traffic_signals,,signal,,secondary,0,120.7917983,31.3355481,216,,
,23,265588898,,,,,primary,0,120.772756,31.3329131,,,
,24,265588904,,,,,primary,0,120.6866288,31.3270686,,,
,25,265589093,,,,,secondary,0,120.6652619,31.3233822,,,
,26,265596541,,,,,secondary,0,120.6136198,31.3355194,,,
,27,265596543,,,,,secondary,0,120.5942338,31.3316429,,,
,28,265596544,,,,,secondary,0,120.5915641,31.3335049,,,
,29,265596545,,,,,secondary,0,120.5899849,31.3321595,,,
,30,265596548,,,,,secondary,0,120.5831239,31.3344999,,,
,31,265596549,traffic_signals,,signal,,secondary,0,120.5812124,31.3407307,,,
,32,265596758,,,,,secondary,0,120.6214201,31.3035796,,,
,33,265596759,traffic_signals,,signal,,primary,0,120.6189904,31.3035097,3,,
,34,265596833,,,,,primary,0,120.6018624,31.3066102,,,
,35,265597514,,,,,tertiary,0,120.5525651,31.3020934,,,
,36,265597521,,,,,tertiary,0,120.5487922,31.3118336,,,
,37,265597523,,,,,secondary,0,120.5482719,31.315837,,,
,38,265597655,,,,,secondary,0,120.5572927,31.3167637,,,
,39,265597738,,,,,primary,0,120.5550756,31.3211585,,,
,40,265598196,,,,,secondary,0,120.5567179,31.3376028,,,
,41,265598197,,,,,secondary,0,120.5591477,31.3349331,,,
,42,265606538,,,,,trunk,0,120.484127,31.3237246,,,
,43,265606545,,,,,secondary,0,120.4640212,31.3235032,,,
,44,265606825,,,,,unclassified,1,120.4596933,31.3272779,,,
,45,265606827,,,,,unclassified,0,120.4605773,31.3272633,,,
,46,265606829,,,,,unclassified,1,120.4666972,31.3273386,,,
,47,265607030,,,,,secondary,0,120.5287695,31.3189981,,,
,48,265607033,,,,,primary,0,120.5411701,31.3202413,,,
,49,265607071,,,,,secondary,0,120.5418285,31.3157017,,,
,50,265607171,,,,,primary,0,120.5476406,31.3209949,,,
,51,265607174,,,,,secondary,0,120.5555382,31.2832587,,,
,52,265607217,,,,,primary,0,120.4510931,31.3129799,,,
,53,265607226,,,,,primary,0,120.4565004,31.2962962,,,
,54,265607240,,,,,tertiary,0,120.4720357,31.3028234,,,
,55,265607241,,,,,tertiary,0,120.4717783,31.3014666,,,
,56,265607357,,,,,tertiary,0,120.4601396,31.29524,,,
,57,265607693,,,,,tertiary,0,120.5578353,31.2928133,,,
,58,265607694,,,,,secondary,0,120.5579925,31.2905084,,,
,59,265607715,,,,,secondary,0,120.5547497,31.2903067,,,
,60,265607728,,,,,tertiary,0,120.5403839,31.2864428,,,
,61,265607730,,,,,unclassified,0,120.5506996,31.2900986,,,
,62,265738659,,,,,secondary,0,120.5318265,31.2966762,,,
,63,265738660,,,,,secondary,0,120.532524,31.2794299,,,
,64,265738682,,,,,secondary,0,120.5317886,31.2969572,,,
,65,265738832,,,,,primary,0,120.5463538,31.2828103,,,
,66,265738834,,,,,tertiary,0,120.540929,31.2806788,,,
,67,265738837,,,,,secondary,0,120.5325172,31.27953,,,
,68,265738842,,,,,primary,0,120.5021288,31.2734153,,,
,69,265738969,,,,,secondary,0,120.5453727,31.2883683,,,
,70,265738970,,,,,primary,0,120.546252,31.2827951,,,
,71,265738988,,,,,secondary,0,120.5562591,31.2991365,,,
,72,265738989,,,,,secondary,0,120.5530947,31.2988666,,,
,73,265739127,,,,,secondary,0,120.556546,31.2756466,,,
,74,265739181,,,,,tertiary,0,120.5624555,31.2761171,,,
,75,265739182,,,,,tertiary,0,120.5598806,31.2758237,,,
,76,265739183,,,,,secondary,0,120.5490159,31.2752094,,,
,77,265739184,,,,,secondary,0,120.5414043,31.2748402,,,
,78,265739297,,,,,tertiary,0,120.5621172,31.2638961,,,
,79,265739493,,,,,tertiary,0,120.5560541,31.2788035,,,
,80,265739644,,,,,tertiary,0,120.5649447,31.2799041,,,
,81,265739647,,,,,tertiary,0,120.5632046,31.2866659,,,
,82,265739649,,,,,secondary,0,120.5624555,31.2908241,,,
,83,265739650,,,,,tertiary,0,120.5620693,31.2794548,,,
,84,265739735,,,,,secondary,0,120.5420958,31.351991,,,
,85,265739736,,,,,secondary,0,120.5413518,31.3528085,,,
,86,265739853,,,,,tertiary,0,120.6254855,31.3040545,,,
,87,265739854,,,,,secondary,0,120.6281623,31.3043366,,,
,88,265740121,,,,,primary,0,120.671255,31.3242563,,,
,89,265740136,traffic_signals,,signal,,secondary,0,120.6705283,31.316088,143,,
,90,265740137,traffic_signals,,signal,,tertiary,0,120.6712016,31.3129295,242,,
,91,265740138,,,,,secondary,0,120.6712235,31.3083273,,,
,92,265740219,,,,,secondary,0,120.6675333,31.3083076,,,
,93,265740230,,,,,secondary,0,120.6674378,31.3134344,,,
,94,265740232,,,,,primary,0,120.6607091,31.3226445,,,
,95,265740330,,,,,tertiary,0,120.6623936,31.3147824,,,
,96,265740332,,,,,tertiary,0,120.661469,31.3190619,,,
,97,265740333,traffic_signals,,signal,,secondary,0,120.6660471,31.3197906,210,,
,98,265740334,traffic_signals,,signal,,tertiary,0,120.6695887,31.3203635,204,,
,99,265740338,traffic_signals,,signal,,secondary,0,120.6669518,31.3155213,205,,
,100,265740348,,,,,secondary,0,120.6569877,31.3139164,,,
,101,265740359,traffic_signals,,signal,,secondary,0,120.6640638,31.3292015,1,,
,102,265740619,,,,,secondary,0,120.6500797,31.3261356,,,
,103,265740677,,,,,trunk,0,120.6495191,31.334237,,,
,104,265740678,,,,,trunk,0,120.6491671,31.3361173,,,
,105,265740761,traffic_signals,,signal,,secondary,0,120.7204233,31.3011782,155,,
,106,265740806,traffic_signals,,signal,,primary,0,120.7190942,31.3154071,,,
,107,265740809,,,,,primary,0,120.7165914,31.3235517,,,
,108,265740810,,,,,primary,0,120.7160592,31.3274246,,,
,109,265740811,traffic_signals,,signal,,primary,0,120.7149907,31.3380367,255,,
,110,265740812,,,,,primary,0,120.7133483,31.3550952,,,
,111,265740860,,,,,tertiary,0,120.7119362,31.3695725,,,
,112,265740935,,,,,primary,0,120.7116794,31.3708755,,,
,113,265740936,,,,,primary,0,120.711809,31.3695484,,,
,114,265740938,,,,,primary,0,120.7131249,31.3563136,,,
,115,265740940,traffic_signals,,signal,,primary,0,120.7148453,31.3380179,255,,
,116,265740941,,,,,primary,0,120.7158832,31.3274147,,,
,117,265740942,,,,,primary,0,120.7164478,31.3235304,,,
,118,265740946,traffic_signals,,signal,,secondary,0,120.7202392,31.3012875,155,,
,119,265740947,traffic_signals,,signal,,primary,0,120.7202808,31.2993554,140,,
,120,265748225,,,,,primary,0,120.4502405,31.3153918,,,
,121,265748228,,,,,unclassified,1,120.4462852,31.3220657,,,
,122,265748235,,,,,unclassified,0,120.4454645,31.3247098,,,
,123,265748245,,,,,primary,0,120.4498972,31.3256276,,,
,124,265748247,,,,,primary,0,120.4502714,31.3260457,,,
,125,265748616,,,,,trunk,0,120.437319,31.330874,,,
,126,265748625,crossing,,,,secondary,0,120.4638108,31.3230255,,,
,127,265748638,,,,,tertiary,0,120.4839495,31.3234045,,,
,128,265748671,,,,,primary,0,120.4894651,31.3224016,,,
,129,265748675,,,,,secondary,0,120.4889093,31.316623,,,
,130,265748710,,,,,primary,0,120.444404,31.2783765,,,
,131,265748875,,,,,secondary,0,120.4803369,31.2687304,,,
,132,265748880,,,,,secondary,0,120.4815047,31.2666216,,,
,133,265748883,,,,,secondary,0,120.4846729,31.2650953,,,
,134,265748897,,,,,secondary,0,120.4950684,31.2591393,,,
,135,265748898,,,,,tertiary,0,120.4983314,31.2584877,,,
,136,265749011,,,,,cycleway,1,120.4755949,31.3050741,,,
,137,265749032,,,,,tertiary,0,120.4865622,31.3061345,,,
,138,265750046,,,,,tertiary,0,120.4877111,31.3165956,,,
,139,265751010,,,,,tertiary,0,120.5442538,31.3013895,,,
,140,265751599,,,,,primary,0,120.5021739,31.2733064,,,
,141,265751604,,,,,primary,0,120.503919,31.2645479,,,
,142,265751649,,,,,primary,0,120.499409,31.256553,,,
,143,266180453,,,,,secondary,0,120.5323683,31.2859967,,,
,144,266180463,,,,,secondary,0,120.5173348,31.2856089,,,
,145,266180468,,,,,tertiary,0,120.5178937,31.2821558,,,
,146,266180486,,,,,primary,0,120.5135608,31.2770533,,,
,147,266180494,,,,,primary,0,120.5875834,31.3021345,,,
,148,266180794,,,,,primary,0,120.5883903,31.2967276,,,
,149,266180804,,,,,secondary,0,120.5963218,31.289838,,,
,150,266180805,,,,,secondary,0,120.596924,31.2901,,,
,151,266180807,,,,,tertiary,0,120.6004789,31.2909384,,,
,152,266180808,,,,,secondary,0,120.6014398,31.2912417,,,
,153,266180809,,,,,secondary,0,120.6024194,31.2915106,,,
,154,266180810,,,,,residential,0,120.6039189,31.291784,,,
,155,266180816,traffic_signals,,signal,,primary,0,120.6204097,31.2942116,182,,
,156,266180825,,,,,secondary,0,120.6400283,31.2962578,,,
,157,266180828,,,,,secondary,0,120.6421826,31.2964041,,,
,158,266180840,,,,,tertiary,0,120.6577544,31.2890367,,,
,159,266180843,,,,,tertiary,0,120.6630823,31.2895417,,,
,160,266180846,,,,,tertiary,0,120.6634309,31.2903489,,,
,161,266180849,,,,,tertiary,0,120.6629749,31.2911349,,,
,162,266180853,,,,,tertiary,0,120.6611627,31.2913839,,,
,163,266180855,,,,,secondary,0,120.6603513,31.2959275,,,
,164,266180856,,,,,secondary,0,120.6604216,31.2979655,,,
,165,266180857,,,,,secondary,0,120.6604837,31.2988217,,,
,166,266180865,,,,,primary,0,120.6736865,31.29848,,,
,167,266180868,,,,,primary,0,120.6743638,31.3035297,,,
,168,266181050,,,,,secondary,0,120.4193404,31.3389942,,,
,169,266181051,,,,,primary,0,120.4191411,31.3388141,,,
,170,266181052,,,,,secondary,0,120.4152084,31.3351119,,,
,171,266181054,,,,,tertiary,0,120.4135381,31.3368764,,,
,172,266325434,,,,,primary,0,120.5214553,31.318316,,,
,173,266325443,,,,,primary,0,120.5119176,31.3128641,,,
,174,266325460,,,,,primary,0,120.5222265,31.3138076,,,
,175,266325493,,,,,secondary,0,120.5496437,31.3088482,,,
,176,266325514,,,,,secondary,0,120.5602736,31.3085103,,,
,177,266325541,,,,,secondary,0,120.519037,31.2964765,,,
,178,266325542,,,,,tertiary,0,120.5199293,31.2911988,,,
,179,266325551,,,,,tertiary,0,120.5247945,31.29124,,,
,180,266325562,,,,,secondary,0,120.5250697,31.2855243,,,
,181,266325647,,,,,motorway,0,120.6562286,31.3471718,,,
,182,266325657,,,,,motorway,0,120.6856453,31.351203,,,
,183,266325665,,,,,motorway,0,120.71576,31.3546955,,,
,184,266325669,,,,,motorway,0,120.7309247,31.358115,,,
,185,266325670,,,,,motorway,0,120.7347497,31.3593198,,,
,186,266325673,,,,,motorway,0,120.7465606,31.3634739,,,
,187,266325868,,,,,motorway,0,120.5581807,31.3611109,,,
,188,266325877,,,,,motorway,0,120.5610052,31.3608645,,,
,189,266325880,,,,,motorway,0,120.5615579,31.3601524,,,
,190,266415314,,,,,secondary,0,120.5628199,31.3087263,,,
,191,266415315,,,,,secondary,0,120.5659686,31.3092475,,,
,192,266415316,,,,,secondary,0,120.5664959,31.309332,,,
,193,266415385,,,,,motorway,0,120.7912395,31.3690852,,,
,194,266415388,,,,,motorway,0,120.8000544,31.3657002,,,
,195,266415392,,,,,motorway,0,120.8099154,31.3603337,,,
,196,266415393,,,,,motorway,0,120.8127255,31.3590678,,,
,197,266415396,,,,,motorway,0,120.8197127,31.3566133,,,
,198,266415397,,,,,motorway,0,120.8219145,31.356008,,,
,199,266415398,,,,,motorway,0,120.8250912,31.3552749,,,
,200,266415399,,,,,motorway,0,120.8268605,31.3549338,,,
,201,266415401,,,,,motorway,0,120.8379883,31.3535632,,,
,202,266415407,motorway_junction,,,,motorway,0,120.8627236,31.351504,,,
,203,266415694,,,,,motorway,0,120.8949113,31.3519978,,,
,204,266415702,motorway_junction,,,,motorway,0,120.9080514,31.3498149,,,
,205,266415706,,,,,motorway,0,120.9182008,31.3478266,,,
,206,266415715,,,,,motorway,0,120.9407878,31.347353,,,
,207,266415716,,,,,motorway,0,120.9419038,31.3473614,,,
,208,266415733,,,,,motorway,0,120.9830048,31.3373263,,,
,209,266531275,,,,,motorway,0,120.5686146,31.3539329,,,
,210,266531663,,,,,motorway,0,120.5624078,31.3588718,,,
,211,266532489,,,,,motorway,0,120.5616488,31.3601909,,,
,212,266532490,,,,,motorway,0,120.5611075,31.3609233,,,
,213,266532492,,,,,motorway,0,120.5603051,31.3617994,,,
,214,266532511,,,,,trunk,0,120.5566847,31.3604671,,,
,215,266533181,,,,,trunk,0,120.568362,31.3248411,,,
,216,266533185,,,,,trunk,0,120.5651618,31.330056,,,
,217,266533186,motorway_junction,,,,trunk,0,120.5636503,31.3316197,,,
,218,266533187,,,,,trunk,0,120.5557105,31.338916,,,
,219,266533196,,,,,trunk,0,120.5441404,31.3493982,,,
,220,266533206,,,,,trunk,0,120.5433221,31.3532131,,,
,221,266533214,,,,,trunk,0,120.5523416,31.3582961,,,
,222,266533318,,,,,motorway,0,120.5622504,31.3590093,,,
,223,266533650,,,,,trunk,0,120.5522697,31.3584177,,,
,224,266533658,,,,,trunk,0,120.5438358,31.3537109,,,
,225,266533659,,,,,trunk,0,120.5432624,31.3532926,,,
,226,266533684,,,,,trunk,0,120.546405,31.347002,,,
,227,266533766,,,,,trunk,0,120.5541611,31.3400292,,,
,228,266533923,,,,,trunk,0,120.5540682,31.3399306,,,
,229,266533925,,,,,trunk,0,120.5556427,31.3388,,,
,230,266533927,,,,,trunk,0,120.5577877,31.3369284,,,
,231,266533930,,,,,trunk,0,120.5594323,31.3348859,,,
,232,266533937,,,,,trunk,0,120.5635134,31.3314744,,,
,233,266533938,,,,,trunk,0,120.5642593,31.3307665,,,
,234,266533939,,,,,trunk,0,120.5650452,31.3299788,,,
,235,266581100,,,,,motorway,0,120.9807541,31.338121,,,
,236,266581109,,,,,motorway,0,120.9407258,31.3475352,,,
,237,266581118,motorway_junction,,,,motorway,0,120.9205326,31.3476943,,,
,238,266581122,,,,,motorway,0,120.9104036,31.3495278,,,
,239,266581129,motorway_junction,,,,motorway,0,120.8949213,31.3521748,,,
,240,266581136,,,,,motorway,0,120.8621158,31.3516713,,,
,241,266581144,,,,,motorway,0,120.8279093,31.3549635,,,
,242,266581145,,,,,motorway,0,120.8255021,31.3553909,,,
,243,266581146,,,,,motorway,0,120.8219433,31.3561021,,,
,244,266581147,,,,,motorway,0,120.8197496,31.3566993,,,
,245,266581150,,,,,motorway,0,120.8127791,31.3591503,,,
,246,266581156,,,,,motorway,0,120.8001253,31.3657881,,,
,247,266581159,,,,,motorway,0,120.7912663,31.369192,,,
,248,266581166,motorway_junction,,,,motorway,0,120.7737819,31.3712159,,,
,249,266581172,,,,,motorway,0,120.7466502,31.3636908,,,
,250,266581176,,,,,motorway,0,120.73085,31.3582788,,,
,251,266581179,,,,,motorway,0,120.7157207,31.3548372,,,
,252,266581182,,,,,motorway,0,120.7059655,31.3537312,,,
,253,266581186,,,,,motorway,0,120.6854781,31.3513556,,,
,254,266581195,,,,,motorway,0,120.6562371,31.3473309,,,
,255,266737725,,,,,tertiary,0,120.5149999,31.2914523,,,
,256,266737773,,,,,secondary,0,120.5336118,31.2644087,,,
,257,266737777,,,,,secondary,0,120.5327392,31.2743111,,,
,258,266737838,,,,,secondary,0,120.5361888,31.2424067,,,
,259,266737845,,,,,secondary,0,120.5356942,31.2481516,,,
,260,266737851,,,,,tertiary,0,120.5353187,31.2561184,,,
,261,266737856,,,,,unclassified,0,120.5278145,31.249052,,,
,262,266737942,,,,,primary,0,120.5271535,31.2581678,,,
,263,266738239,,,,,secondary,0,120.5558736,31.2627776,,,
,264,266738242,,,,,primary,0,120.549808,31.2611386,,,
,265,266738254,,,,,secondary,0,120.5346293,31.2588498,,,
,266,266738295,,,,,secondary,0,120.5585589,31.2527763,,,
,267,266738307,,,,,primary,0,120.5693103,31.258975,,,
,268,266738308,,,,,secondary,0,120.5698608,31.2590895,,,
,269,266738312,,,,,secondary,0,120.5694245,31.2605744,,,
,270,266738313,,,,,secondary,0,120.5687498,31.2629565,,,
,271,266738315,,,,,primary,0,120.5683726,31.2644536,,,
,272,266739039,,,,,primary,0,120.5254096,31.2785556,,,
,273,266739142,,,,,trunk,0,120.6185491,31.3447619,,,
,274,266739183,,,,,unclassified,0,120.6134879,31.3368979,,,
,275,266739234,,,,,tertiary,0,120.6134676,31.3430576,,,
,276,266745001,,,,,trunk,0,120.5682004,31.3248115,,,
,277,266745002,,,,,trunk,0,120.5686871,31.3236136,,,
,278,266757975,,,,,secondary,0,120.5655134,31.2915004,,,
,279,266758027,,,,,primary,0,120.5500356,31.2612017,,,
,280,266758028,,,,,secondary,0,120.5488925,31.2752061,,,
,281,266758086,,,,,secondary,0,120.557853,31.2555185,,,
,282,266758407,,,,,secondary,0,120.5705114,31.2856115,,,
,283,266758415,,,,,secondary,0,120.5764699,31.2861145,,,
,284,266758424,,,,,primary,0,120.589458,31.2935812,,,
,285,266758486,,,,,primary,0,120.5877097,31.2777978,,,
,286,266758499,,,,,secondary,0,120.5869831,31.2712185,,,
,287,266758508,,,,,primary,0,120.59947,31.2730958,,,
,288,266758568,,,,,primary,0,120.6001237,31.2599855,,,
,289,266758579,,,,,secondary,0,120.6044001,31.2436318,,,
,290,266758709,,,,,primary,0,120.5865819,31.2746015,,,
,291,266758789,,,,,secondary,0,120.5646509,31.2475389,,,
,292,266759382,,,,,tertiary,0,120.5537799,31.2388677,,,
,293,266759405,,,,,unclassified,0,120.5542835,31.2383156,,,
,294,266759406,,,,,unclassified,0,120.5539817,31.2381921,,,
,295,266759408,,,,,unclassified,1,120.5535739,31.2380706,,,
,296,266760277,,,,,track,0,120.5523647,31.2304343,,,
,297,266760857,,,,,track,0,120.5557894,31.2324967,,,
,298,266760893,,,,,track,0,120.5598491,31.2390797,,,
,299,266762654,,,,,track,0,120.5323576,31.2165327,,,
,300,266762656,,,,,track,0,120.5321602,31.2165401,,,
,301,266762722,,,,,track,0,120.5317911,31.2108291,,,
,302,266762730,,,,,track,1,120.5323319,31.209772,,,
,303,266762894,,,,,cycleway,1,120.5329927,31.2100363,,,
,304,266763324,,,,,unclassified,0,120.6059535,31.2387696,,,
,305,266763327,,,,,trunk,0,120.6077386,31.2313883,,,
,306,266763328,,,,,trunk,0,120.6080913,31.2283123,,,
,307,266763330,,,,,trunk,0,120.6081209,31.2267095,,,
,308,266763333,,,,,trunk,0,120.6081283,31.2236304,,,
,309,266763334,,,,,trunk,0,120.6081185,31.2230863,,,
,310,266763337,,,,,trunk,0,120.6077963,31.2178257,,,
,311,266763338,,,,,trunk,0,120.6076374,31.2145751,,,
,312,266763340,,,,,trunk,0,120.6075671,31.2130449,,,
,313,266763370,,,,,primary,0,120.6117499,31.182886,,,
,314,266763378,,,,,secondary,0,120.6285829,31.179698,,,
,315,266763379,,,,,primary,0,120.6285774,31.1797813,,,
,316,266766105,,,,,primary,0,120.5201868,31.2065934,,,
,317,266766108,,,,,primary,0,120.5200977,31.2111529,,,
,318,266766114,,,,,primary,0,120.5204062,31.2176028,,,
,319,266766121,,,,,secondary,0,120.5202528,31.2250249,,,
,320,266766575,,,,,unclassified,0,120.5315765,31.2132221,,,
,321,266766576,,,,,track,0,120.5315594,31.2131634,,,
,322,266767033,,,,,cycleway,1,120.5205444,31.2198185,,,
,323,266768338,,,,,primary,0,120.4885491,31.361957,,,
,324,266768339,,,,,secondary,0,120.4887394,31.3604894,,,
,325,266768340,,,,,primary,0,120.488796,31.3571301,,,
,326,266768424,,,,,primary,0,120.4866244,31.3690642,,,
,327,266768766,,,,,primary,0,120.5025635,31.3696311,,,
,328,266768767,,,,,primary,0,120.5034322,31.3700572,,,
,329,266768768,,,,,primary,0,120.5047198,31.370635,,,
,330,266768769,,,,,primary,0,120.5057305,31.3710773,,,
,331,266769065,,,,,tertiary,0,120.5058696,31.3690596,,,
,332,266769074,,,,,primary,0,120.5162319,31.3596143,,,
,333,266769079,,,,,primary,0,120.5234886,31.3547451,,,
,334,266769871,,,,,primary,0,120.488311,31.3120081,,,
,335,266769927,,,,,primary,0,120.4968801,31.3124438,,,
,336,266771699,,,,,primary,0,120.628119,31.1554594,,,
,337,266771700,,,,,primary,0,120.6305053,31.1553549,,,
,338,266771703,,,,,secondary,0,120.6284754,31.1717052,,,
,339,266771706,,,,,secondary,0,120.6282192,31.1611314,,,
,340,266771906,,,,,tertiary,0,120.630322,31.1507581,,,
,341,266771987,,,,,tertiary,0,120.6350926,31.1507053,,,
,342,266771988,,,,,tertiary,0,120.637582,31.1507021,,,
,343,266772255,,,,,secondary,0,120.633128,31.139719,,,
,344,266772257,,,,,secondary,0,120.6313428,31.1345744,,,
,345,266772277,,,,,secondary,0,120.6137735,31.1114508,,,
,346,266775128,,,,,secondary,0,120.6285766,31.295262,,,
,347,266775136,,,,,secondary,0,120.6283656,31.3013291,,,
,348,266775144,,,,,secondary,0,120.6283908,31.3010326,,,
,349,266777148,,,,,trunk,0,120.5002618,31.3690237,,,
,350,266777284,,,,,primary,0,120.5152471,31.3516806,,,
,351,266780811,,,,,trunk,0,120.4855024,31.3828475,,,
,352,266780820,,,,,primary,0,120.4608541,31.4006533,,,
,353,266780843,,,,,primary,0,120.4182532,31.4458085,,,
,354,266780844,,,,,primary,0,120.4180212,31.4457675,,,
,355,266780845,,,,,primary,0,120.4179332,31.44712,,,
,356,266780846,,,,,primary,0,120.4172407,31.4498369,,,
,357,266780847,,,,,primary,0,120.4171636,31.4498209,,,
,358,266780848,,,,,primary,0,120.4167373,31.4514368,,,
,359,266780849,,,,,primary,0,120.4168495,31.4514593,,,
,360,266780860,,,,,primary,0,120.4073368,31.4666978,,,
,361,266780865,,,,,primary,0,120.3925422,31.4711236,,,
,362,266780866,,,,,primary,0,120.391632,31.471571,,,
,363,266780879,,,,,primary,0,120.3907191,31.476854,,,
,364,266780900,,,,,primary,0,120.4293462,31.5138095,,,
,365,266780908,,,,,trunk,0,120.430599,31.519393,,,
,366,266780912,,,,,trunk,0,120.4173064,31.5281498,,,
,367,266780918,,,,,trunk,0,120.3979351,31.5389514,,,
,368,266780923,,,,,trunk,0,120.3956218,31.5486629,,,
,369,266781293,,,,,cycleway,0,120.5360975,31.2166574,,,
,370,266781326,,,,,cycleway,1,120.5352993,31.2164518,,,
,371,266781371,,,,,tertiary,0,120.5419683,31.214235,,,
,372,266781426,,,,,secondary,0,120.5446806,31.2045817,,,
,373,266781432,,,,,secondary,0,120.54477,31.2019999,,,
,374,266781585,,,,,tertiary,0,120.5553959,31.2025664,,,
,375,266781707,,,,,secondary,0,120.5830555,31.243079,,,
,376,266781708,,,,,secondary,0,120.5831928,31.2446273,,,
,377,266781728,,,,,secondary,0,120.5837507,31.2564778,,,
,378,266781800,,,,,primary,0,120.5807406,31.2650933,,,
,379,266781806,,,,,primary,0,120.5878714,31.2661433,,,
,380,266781823,,,,,tertiary,0,120.5872348,31.2689582,,,
,381,266781846,,,,,secondary,0,120.5548386,31.2081403,,,
,382,266781867,,,,,secondary,0,120.5476074,31.2110125,,,
,383,266781874,,,,,tertiary,0,120.5469232,31.2140455,,,
,384,266782090,,,,,primary,0,120.5866942,31.2740825,,,
,385,266782119,,,,,secondary,0,120.6091662,31.2805636,,,
,386,266783696,,,,,secondary,0,120.6081168,31.285083,,,
,387,266783698,,,,,secondary,0,120.6086068,31.2879829,,,
,388,266783699,,,,,residential,0,120.6082309,31.2898189,,,
,389,266783701,,,,,secondary,0,120.6074281,31.292309,,,
,390,266783835,,,,,secondary,0,120.6136677,31.2993245,,,
,391,266784094,,,,,tertiary,0,120.6600654,31.3144112,,,
,392,266784095,,,,,tertiary,0,120.6598848,31.3153026,,,
,393,266784188,,,,,trunk,0,120.6482205,31.3444634,,,
,394,267370810,,,,,secondary,0,120.5304479,31.307404,,,
,395,267370812,,,,,secondary,0,120.5295026,31.3144532,,,
,396,267370865,,,,,secondary,0,120.5245217,31.2965092,,,
,397,267370866,,,,,primary,0,120.5229206,31.3068286,,,
,398,267371001,,,,,primary,0,120.5129811,31.3058002,,,
,399,267701122,,,,,tertiary,0,120.6585182,31.3106751,,,
,400,267701143,,,,,secondary,0,120.6585586,31.3022536,,,
,401,267701149,,,,,primary,0,120.6586546,31.2988357,,,
,402,267701154,,,,,primary,0,120.6538386,31.2987805,,,
,403,267701157,traffic_signals,,signal,,primary,0,120.6500822,31.2990345,,,
,404,267701199,,,,,trunk,0,120.6496369,31.2993785,,,
,405,267701200,,,,,trunk,0,120.6506574,31.2961838,,,
,406,267701201,traffic_signals,,signal,,secondary,0,120.6487803,31.3026799,,,
,407,267701236,,,,,trunk,0,120.6402874,31.2837457,,,
,408,267701263,motorway_junction,,,,trunk,0,120.6152182,31.2810473,,,
,409,267701271,,,,,trunk,0,120.5975116,31.2789845,,,
,410,267701295,,,,,trunk,0,120.5904806,31.2776142,,,
,411,267701301,,,,,trunk,0,120.5863,31.2800822,,,
,412,267701304,,,,,trunk,0,120.5853874,31.2811093,,,
,413,267701307,motorway_junction,,,,trunk,0,120.5830517,31.2834943,,,
,414,267701354,,,,,trunk,0,120.5763471,31.2914696,,,
,415,267701395,motorway_junction,,,,trunk,0,120.5762233,31.291441,,,
,416,267701399,,,,,trunk,0,120.5863175,31.279522,,,
,417,267701500,,,,,trunk,0,120.5880643,31.2763531,,,
,418,267701575,,,,,trunk,0,120.5902125,31.2737397,,,
,419,267701787,,,,,trunk,0,120.5924924,31.275393,,,
,420,267701821,,,,,trunk,0,120.5929965,31.2770562,,,
,421,267702079,,,,,trunk,0,120.5977774,31.2789055,,,
,422,267702143,,,,,trunk,0,120.6152296,31.2809313,,,
,423,267702153,motorway_junction,,,,trunk,0,120.6274423,31.2822885,,,
,424,267702155,,,,,trunk,0,120.6359144,31.2831916,,,
,425,267702160,motorway_junction,,,,trunk,0,120.6452619,31.2840714,,,
,426,267702177,,,,,trunk,0,120.6468004,31.2835444,,,
,427,267702180,,,,,trunk,0,120.6469666,31.2833679,,,
,428,267702225,,,,,trunk,0,120.6485511,31.2824381,,,
,429,267702232,,,,,trunk,0,120.6499807,31.2835197,,,
,430,267802532,,,,,primary,0,120.6508659,31.3211126,,,
,431,268127298,,,,,motorway,0,120.6738753,31.2237909,,,
