name,cell_id,element,num_element,activity_type,ctrl_type,node_type,poi_id,x_coord,y_coord,boundary
,0,43956;43957;52101;52260,4,secondary;secondary;secondary;secondary,,,,-111.98020966,33.28372543,"POLYGON ((-111.98220113 33.28468813, -111.97821819 33.28468813, -111.97821819 33.28276272, -111.98220113 33.28276272, -111.98220113 33.28468813))"
,1,52103;52229,2,tertiary;tertiary,,,,-111.97622672,33.28372543,"POLYGON ((-111.97821819 33.28468813, -111.97423525 33.28468813, -111.97423525 33.28276272, -111.97821819 33.28276272, -111.97821819 33.28468813))"
,2,31909;31910;31911;31912;44677;46590;46903;46904;52100;52102,10,tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary,,,,-111.97224378,33.28372543,"POLYGON ((-111.97423525 33.28468813, -111.9702523 33.28468813, -111.9702523 33.28276272, -111.97423525 33.28276272, -111.97423525 33.28468813))"
,3,158;27616;27617;36843;36844;36847;52053;52093;52238;52239,10,tertiary;motorway;motorway;residential;residential;tertiary;motorway;motorway;motorway;motorway,,,,-111.96826083,33.28372543,"POLYGON ((-111.9702523 33.28468813, -111.96626936 33.28468813, -111.96626936 33.28276272, -111.9702523 33.28276272, -111.9702523 33.28468813))"
,4,15920;36845;36846,3,residential;residential;residential,,,,-111.96427789,33.28372543,"POLYGON ((-111.96626936 33.28468813, -111.96228642 33.28468813, -111.96228642 33.28276272, -111.96626936 33.28276272, -111.96626936 33.28468813))"
,5,10996;45629;52261,3,residential;secondary;secondary,,,,-111.96029495,33.28372543,"POLYGON ((-111.96228642 33.28468813, -111.95830348 33.28468813, -111.95830348 33.28276272, -111.96228642 33.28276272, -111.96228642 33.28468813))"
,6,25734,1,residential,,,,-111.95232907,33.28372543,"POLYGON ((-111.95432054 33.28468813, -111.95033759 33.28468813, -111.95033759 33.28276272, -111.95432054 33.28276272, -111.95432054 33.28468813))"
,7,36855;43552;43553;45585;45601;45602;45603;45604;52253;52254,10,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.89258494,33.28372543,"POLYGON ((-111.89457641 33.28468813, -111.89059346 33.28468813, -111.89059346 33.28276272, -111.89457641 33.28276272, -111.89457641 33.28468813))"
,8,32096;52174;52175,3,tertiary;tertiary;tertiary,,,,-111.88860199,33.28372543,"POLYGON ((-111.89059346 33.28468813, -111.88661052 33.28468813, -111.88661052 33.28276272, -111.89059346 33.28276272, -111.89059346 33.28468813))"
,9,32101;32107;47769;49586;50299;50300;50302;51974,8,residential;residential;tertiary;residential;residential;residential;residential;residential,,,,-111.88461905,33.28372543,"POLYGON ((-111.88661052 33.28468813, -111.88262758 33.28468813, -111.88262758 33.28276272, -111.88661052 33.28276272, -111.88661052 33.28468813))"
,10,28201;28202;32090;49585;50298;50301;52062;52306,8,residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.88063611,33.28372543,"POLYGON ((-111.88262758 33.28468813, -111.87864464 33.28468813, -111.87864464 33.28276272, -111.88262758 33.28276272, -111.88262758 33.28468813))"
,11,15762;15763;28209;42499;42500;52024;52201;52211,8,residential;residential;residential;secondary;secondary;tertiary;secondary;secondary,,,,-111.87665316,33.28372543,"POLYGON ((-111.87864464 33.28468813, -111.87466169 33.28468813, -111.87466169 33.28276272, -111.87864464 33.28276272, -111.87864464 33.28468813))"
,12,5926;13930;23624;24772;52010;52023;52025;52041,8,residential;residential;tertiary;residential;residential;tertiary;tertiary;residential,,,,-111.87267022,33.28372543,"POLYGON ((-111.87466169 33.28468813, -111.87067875 33.28468813, -111.87067875 33.28276272, -111.87466169 33.28276272, -111.87466169 33.28468813))"
,13,1182;1183;1421;13857;14201;19321;23625;23626;28200;51888;51890;51936;51977,13,residential;residential;tertiary;residential;residential;tertiary;tertiary;residential;residential;residential;residential;residential;residential,,,,-111.86868728,33.28372543,"POLYGON ((-111.87067875 33.28468813, -111.86669581 33.28468813, -111.86669581 33.28276272, -111.87067875 33.28276272, -111.87067875 33.28468813))"
,14,15761;19756;26652;28199;51963;51979;51981;51983;51985;51986,10,residential;residential;residential;residential;residential;residential;tertiary;residential;residential;residential,,,,-111.86470434,33.28372543,"POLYGON ((-111.86669581 33.28468813, -111.86271287 33.28468813, -111.86271287 33.28276272, -111.86669581 33.28276272, -111.86669581 33.28468813))"
,15,4189;12256;13961;13962;15764;17661;35154;42547;42549;42650;47021;51926;52022;52203,14,tertiary;residential;residential;residential;residential;residential;tertiary;secondary;secondary;secondary;tertiary;residential;tertiary;secondary,signal,,,-111.8607214,33.28372543,"POLYGON ((-111.86271287 33.28468813, -111.85872993 33.28468813, -111.85872993 33.28276272, -111.86271287 33.28276272, -111.86271287 33.28468813))"
,16,7012;47019;47020;52202,4,tertiary;tertiary;tertiary;secondary,signal,,,-111.85673845,33.28372543,"POLYGON ((-111.85872993 33.28468813, -111.85474698 33.28468813, -111.85474698 33.28276272, -111.85872993 33.28276272, -111.85872993 33.28468813))"
,17,24775;25733;28171;47017;47018;52011,6,tertiary;tertiary;residential;tertiary;tertiary;residential,,,,-111.85275551,33.28372543,"POLYGON ((-111.85474698 33.28468813, -111.85076404 33.28468813, -111.85076404 33.28276272, -111.85474698 33.28276272, -111.85474698 33.28468813))"
,18,11602;28176;28177;28180;35869;47016;52158;52159,8,tertiary;residential;tertiary;residential;residential;tertiary;residential;residential,,,,-111.84877257,33.28372543,"POLYGON ((-111.85076404 33.28468813, -111.8467811 33.28468813, -111.8467811 33.28276272, -111.85076404 33.28276272, -111.85076404 33.28468813))"
,19,28175;47012;47013;47014;47015,5,residential;tertiary;tertiary;tertiary;tertiary,,,,-111.84478963,33.28372543,"POLYGON ((-111.8467811 33.28468813, -111.84279816 33.28468813, -111.84279816 33.28276272, -111.8467811 33.28276272, -111.8467811 33.28468813))"
,20,13898;32533;34738;42548;42550;42551;47007;47008;47009;47010;47011;48980;52204;52205,14,tertiary;tertiary;tertiary;primary;primary;primary;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;primary;primary,signal;signal,,,-111.84080669,33.28372543,"POLYGON ((-111.84279816 33.28468813, -111.83881522 33.28468813, -111.83881522 33.28276272, -111.84279816 33.28276272, -111.84279816 33.28468813))"
,21,34739;47006,2,tertiary;tertiary,,,,-111.83682375,33.28372543,"POLYGON ((-111.83881522 33.28468813, -111.83483227 33.28468813, -111.83483227 33.28276272, -111.83881522 33.28276272, -111.83881522 33.28468813))"
,22,32849;37612,2,motorway;tertiary,,,,-111.8328408,33.28372543,"POLYGON ((-111.83483227 33.28468813, -111.83084933 33.28468813, -111.83084933 33.28276272, -111.83483227 33.28276272, -111.83483227 33.28468813))"
,23,13897;26727;52051;52052;52120;52208,6,residential;motorway;motorway;motorway;motorway;motorway,,,,-111.82885786,33.28372543,"POLYGON ((-111.83084933 33.28468813, -111.82686639 33.28468813, -111.82686639 33.28276272, -111.83084933 33.28276272, -111.83084933 33.28468813))"
,24,35912;42603;42604;48340;48341;52118;52207,7,residential;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.82487492,33.28372543,"POLYGON ((-111.82686639 33.28468813, -111.82288345 33.28468813, -111.82288345 33.28276272, -111.82686639 33.28276272, -111.82686639 33.28468813))"
,25,50184;50185;50186;50187;50188;50189;50190;50191;50192,9,residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.82089198,33.28372543,"POLYGON ((-111.82288345 33.28468813, -111.81890051 33.28468813, -111.81890051 33.28276272, -111.82288345 33.28276272, -111.82288345 33.28468813))"
,26,13896;29975;29981;29982,4,residential;residential;residential;residential,,,,-111.81690904,33.28372543,"POLYGON ((-111.81890051 33.28468813, -111.81491756 33.28468813, -111.81491756 33.28276272, -111.81890051 33.28276272, -111.81890051 33.28468813))"
,27,29974;29985;29987;29988;31199;31200,6,residential;residential;residential;residential;residential;residential,,,,-111.81292609,33.28372543,"POLYGON ((-111.81491756 33.28468813, -111.81093462 33.28468813, -111.81093462 33.28276272, -111.81491756 33.28276272, -111.81491756 33.28468813))"
,28,3461;29990;47049;47050;48339;52282,6,tertiary;residential;tertiary;tertiary;tertiary;tertiary,,,,-111.80894315,33.28372543,"POLYGON ((-111.81093462 33.28468813, -111.80695168 33.28468813, -111.80695168 33.28276272, -111.81093462 33.28276272, -111.81093462 33.28468813))"
,29,8452;8453;37958;47056;47057;48338;52281,7,residential;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary,,,,-111.80496021,33.28372543,"POLYGON ((-111.80695168 33.28468813, -111.80296874 33.28468813, -111.80296874 33.28276272, -111.80695168 33.28276272, -111.80695168 33.28468813))"
,30,12095;12096;17888;24431;47054;47055;52003,7,residential;residential;residential;residential;tertiary;tertiary;residential,,,,-111.80097727,33.28372543,"POLYGON ((-111.80296874 33.28468813, -111.7989858 33.28468813, -111.7989858 33.28276272, -111.80296874 33.28276272, -111.80296874 33.28468813))"
,31,13899;30028;47051;47052;47053;50198;50465;51966,8,residential;tertiary;tertiary;tertiary;tertiary;tertiary;tertiary;residential,,,,-111.79699433,33.28372543,"POLYGON ((-111.7989858 33.28468813, -111.79500285 33.28468813, -111.79500285 33.28276272, -111.7989858 33.28276272, -111.7989858 33.28468813))"
,32,34999,1,tertiary,,,,-111.79301138,33.28372543,"POLYGON ((-111.79500285 33.28468813, -111.79101991 33.28468813, -111.79101991 33.28276272, -111.79500285 33.28276272, -111.79500285 33.28468813))"
,33,7594;31872;41600;52199;52295,5,secondary;secondary;secondary;secondary;secondary,,,,-111.78902844,33.28372543,"POLYGON ((-111.79101991 33.28468813, -111.78703697 33.28468813, -111.78703697 33.28276272, -111.79101991 33.28276272, -111.79101991 33.28468813))"
,34,39601,1,tertiary,,,,-111.7850455,33.28372543,"POLYGON ((-111.78703697 33.28468813, -111.78305403 33.28468813, -111.78305403 33.28276272, -111.78703697 33.28276272, -111.78703697 33.28468813))"
,35,26755;26757;33403;33404;52258,5,secondary;secondary;secondary;secondary;secondary,,,,-111.77309667,33.28372543,"POLYGON ((-111.77508814 33.28468813, -111.7711052 33.28468813, -111.7711052 33.28276272, -111.77508814 33.28276272, -111.77508814 33.28468813))"
,36,51828;52241;52242,3,motorway;motorway;motorway,,,,-111.76513079,33.28372543,"POLYGON ((-111.76712226 33.28468813, -111.76313932 33.28468813, -111.76313932 33.28276272, -111.76712226 33.28276272, -111.76712226 33.28468813))"
,37,52099,1,tertiary,,,,-111.76114784,33.28372543,"POLYGON ((-111.76313932 33.28468813, -111.75915637 33.28468813, -111.75915637 33.28276272, -111.76313932 33.28276272, -111.76313932 33.28468813))"
,38,41034;41035;41124;52197;52198,5,secondary;secondary;secondary;secondary;secondary,,,,-111.7571649,33.28372543,"POLYGON ((-111.75915637 33.28468813, -111.75517343 33.28468813, -111.75517343 33.28276272, -111.75915637 33.28276272, -111.75915637 33.28468813))"
,39,52273,1,tertiary,,,,-111.74919902,33.28372543,"POLYGON ((-111.75119049 33.28468813, -111.74720755 33.28468813, -111.74720755 33.28276272, -111.75119049 33.28276272, -111.75119049 33.28468813))"
,40,29308;52177,2,residential;residential,,,,-111.74521608,33.28372543,"POLYGON ((-111.74720755 33.28468813, -111.74322461 33.28468813, -111.74322461 33.28276272, -111.74720755 33.28276272, -111.74720755 33.28468813))"
,41,37096;52176,2,residential;residential,,,,-111.74123314,33.28372543,"POLYGON ((-111.74322461 33.28468813, -111.73924166 33.28468813, -111.73924166 33.28276272, -111.74322461 33.28276272, -111.74322461 33.28468813))"
,42,16070;52188,2,secondary;secondary,,,,-111.73725019,33.28372543,"POLYGON ((-111.73924166 33.28468813, -111.73525872 33.28468813, -111.73525872 33.28276272, -111.73924166 33.28276272, -111.73924166 33.28468813))"
,43,36096;36097;50164;50177;50970;50971;52080;52305,8,residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.72928431,33.28372543,"POLYGON ((-111.73127578 33.28468813, -111.72729284 33.28468813, -111.72729284 33.28276272, -111.73127578 33.28276272, -111.73127578 33.28468813))"
,44,36090;36092;36098;37978;37979;37980;37982;52314;52315,9,residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.72530137,33.28372543,"POLYGON ((-111.72729284 33.28468813, -111.7233099 33.28468813, -111.7233099 33.28276272, -111.72729284 33.28276272, -111.72729284 33.28468813))"
,45,4338;7180;30446;36091;36093;36095;37981;37983;44295;51907;52081;52255;52259,13,residential;residential;residential;residential;residential;residential;residential;residential;secondary;residential;residential;secondary;secondary,,,,-111.72131842,33.28372543,"POLYGON ((-111.7233099 33.28468813, -111.71932695 33.28468813, -111.71932695 33.28276272, -111.7233099 33.28276272, -111.7233099 33.28468813))"
,46,4339;4340;7457;7458;29349;51964;52013;52064,8,residential;residential;residential;tertiary;residential;tertiary;residential;residential,,,,-111.71733548,33.28372543,"POLYGON ((-111.71932695 33.28468813, -111.71534401 33.28468813, -111.71534401 33.28276272, -111.71932695 33.28276272, -111.71932695 33.28468813))"
,47,29350;29351;29353;52065;52066;52179,6,residential;residential;residential;residential;residential;residential,,,,-111.71335254,33.28372543,"POLYGON ((-111.71534401 33.28468813, -111.71136107 33.28468813, -111.71136107 33.28276272, -111.71534401 33.28276272, -111.71534401 33.28468813))"
,48,29346;29347;29348;29352;52063,5,residential;residential;residential;tertiary;tertiary,,,,-111.7093696,33.28372543,"POLYGON ((-111.71136107 33.28468813, -111.70737813 33.28468813, -111.70737813 33.28276272, -111.71136107 33.28276272, -111.71136107 33.28468813))"
,49,30303;30308;39595;39596;39597;52072;52079;52185;52319,9,residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.70538666,33.28372543,"POLYGON ((-111.70737813 33.28468813, -111.70339519 33.28468813, -111.70339519 33.28276272, -111.70737813 33.28276272, -111.70737813 33.28468813))"
,50,30334;30340;39598;40084;40086;40087;40089;40090;40091;40092;40093;46591;46593;50010;50011;52069;52274;52275,18,residential;residential;residential;residential;residential;residential;residential;residential;residential;tertiary;residential;tertiary;tertiary;residential;residential;residential;tertiary;tertiary,,,,-111.70140371,33.28372543,"POLYGON ((-111.70339519 33.28468813, -111.69941224 33.28468813, -111.69941224 33.28276272, -111.70339519 33.28276272, -111.70339519 33.28468813))"
,51,30092;52067;52068;52190;52191,5,residential;residential;residential;residential;residential,,,,-111.69742077,33.28372543,"POLYGON ((-111.69941224 33.28468813, -111.6954293 33.28468813, -111.6954293 33.28276272, -111.69941224 33.28276272, -111.69941224 33.28468813))"
,52,30299;30324;30333;40066;40067;40071;40072;40074;40075;47188;47191;52070;52075;52076;52276;52277,16,residential;residential;residential;residential;tertiary;residential;tertiary;residential;residential;tertiary;tertiary;residential;residential;residential;tertiary;tertiary,,,,-111.69343783,33.28372543,"POLYGON ((-111.6954293 33.28468813, -111.69144636 33.28468813, -111.69144636 33.28276272, -111.6954293 33.28276272, -111.6954293 33.28468813))"
,53,30343;30361;30363;30368;30383;30392;30401;30403;52071;52073;52074;52077,12,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.68945489,33.28372543,"POLYGON ((-111.69144636 33.28468813, -111.68746342 33.28468813, -111.68746342 33.28276272, -111.69144636 33.28276272, -111.69144636 33.28468813))"
,54,30352;30354;30380;34165;45978;45979;52078;52265;52266,9,residential;residential;residential;primary;primary;primary;residential;primary;primary,,,,-111.68547195,33.28372543,"POLYGON ((-111.68746342 33.28468813, -111.68348047 33.28468813, -111.68348047 33.28276272, -111.68746342 33.28276272, -111.68746342 33.28468813))"
,55,34164;51705;51706;52132;52262;52322;52323,7,secondary;secondary;secondary;unclassified;secondary;unclassified;unclassified,,,,-111.681489,33.28372543,"POLYGON ((-111.68348047 33.28468813, -111.67949753 33.28468813, -111.67949753 33.28276272, -111.68348047 33.28276272, -111.68348047 33.28468813))"
,56,52131,1,secondary,,,,-111.67750606,33.28372543,"POLYGON ((-111.67949753 33.28468813, -111.67551459 33.28468813, -111.67551459 33.28276272, -111.67949753 33.28276272, -111.67949753 33.28468813))"
,57,52122,1,secondary,,,,-111.66954018,33.28372543,"POLYGON ((-111.67153165 33.28468813, -111.66754871 33.28468813, -111.66754871 33.28276272, -111.67153165 33.28276272, -111.67153165 33.28468813))"
,58,52286,1,residential,,,,-111.66157429,33.28372543,"POLYGON ((-111.66356576 33.28468813, -111.65958282 33.28468813, -111.65958282 33.28276272, -111.66356576 33.28276272, -111.66356576 33.28468813))"
,59,31914;31920;31922;31923,4,secondary;secondary;secondary;secondary,,,,-111.99614143,33.28565083,"POLYGON ((-111.9981329 33.28661353, -111.99414996 33.28661353, -111.99414996 33.28468813, -111.9981329 33.28468813, -111.9981329 33.28661353))"
,60,31915;31921,2,secondary;secondary,,,,-111.98817554,33.28565083,"POLYGON ((-111.99016702 33.28661353, -111.98618407 33.28661353, -111.98618407 33.28468813, -111.99016702 33.28468813, -111.99016702 33.28661353))"
,61,31916;31917;31918;31919;31924;31925;37307;37308;37309;37310;37311;43958;43959;43960;43961;43962;44798;44799,18,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.98020966,33.28565083,"POLYGON ((-111.98220113 33.28661353, -111.97821819 33.28661353, -111.97821819 33.28468813, -111.98220113 33.28468813, -111.98220113 33.28661353))"
,62,37312;37313;37314;37315;44796;44797;45704;45705;51125;51126,10,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.97622672,33.28565083,"POLYGON ((-111.97821819 33.28661353, -111.97423525 33.28661353, -111.97423525 33.28468813, -111.97821819 33.28468813, -111.97821819 33.28661353))"
,63,31913,1,tertiary,,,,-111.97224378,33.28565083,"POLYGON ((-111.97423525 33.28661353, -111.9702523 33.28661353, -111.9702523 33.28468813, -111.97423525 33.28468813, -111.97423525 33.28661353))"
,64,16030;47705;47706,3,tertiary;tertiary;tertiary,,,,-111.96826083,33.28565083,"POLYGON ((-111.9702523 33.28661353, -111.96626936 33.28661353, -111.96626936 33.28468813, -111.9702523 33.28468813, -111.9702523 33.28661353))"
,65,42089,1,secondary,,,,-111.96029495,33.28565083,"POLYGON ((-111.96228642 33.28661353, -111.95830348 33.28661353, -111.95830348 33.28468813, -111.96228642 33.28468813, -111.96228642 33.28661353))"
,66,36856;43554;43555;43556;43557;43558;43559;49408,8,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.89258494,33.28565083,"POLYGON ((-111.89457641 33.28661353, -111.89059346 33.28661353, -111.89059346 33.28468813, -111.89457641 33.28468813, -111.89457641 33.28661353))"
,67,15765;32094;32097;32103;32104;32105;32106;36881;37140;49612,10,residential;residential;residential;residential;residential;tertiary;residential;residential;residential;residential,,,,-111.88461905,33.28565083,"POLYGON ((-111.88661052 33.28661353, -111.88262758 33.28661353, -111.88262758 33.28468813, -111.88661052 33.28468813, -111.88661052 33.28661353))"
,68,15766;28203;28204;32091;49584,5,residential;residential;residential;residential;residential,,,,-111.88063611,33.28565083,"POLYGON ((-111.88262758 33.28661353, -111.87864464 33.28661353, -111.87864464 33.28468813, -111.88262758 33.28468813, -111.88262758 33.28661353))"
,69,10826;17337;19145;28206;28207;28208;43231;50303;50304,9,residential;residential;residential;residential;residential;residential;secondary;secondary;secondary,,,,-111.87665316,33.28565083,"POLYGON ((-111.87864464 33.28661353, -111.87466169 33.28661353, -111.87466169 33.28468813, -111.87864464 33.28468813, -111.87864464 33.28661353))"
,70,10823;10824;10825;13928;13929;14123;14204;23622;23623,9,residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.87267022,33.28565083,"POLYGON ((-111.87466169 33.28661353, -111.87067875 33.28661353, -111.87067875 33.28468813, -111.87466169 33.28468813, -111.87466169 33.28661353))"
,71,80;81;1420;10822;13890;14202;14203;19320;23510;25259,10,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.86868728,33.28565083,"POLYGON ((-111.87067875 33.28661353, -111.86669581 33.28661353, -111.86669581 33.28468813, -111.87067875 33.28468813, -111.87067875 33.28661353))"
,72,7211;10821;44749,3,residential;residential;residential,,,,-111.86470434,33.28565083,"POLYGON ((-111.86669581 33.28661353, -111.86271287 33.28661353, -111.86271287 33.28468813, -111.86669581 33.28468813, -111.86669581 33.28661353))"
,73,4186;4187;4188;7212;10820;23097;35155;39907;42651;42653;44220;44222;48232,13,residential;residential;residential;residential;residential;residential;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.8607214,33.28565083,"POLYGON ((-111.86271287 33.28661353, -111.85872993 33.28661353, -111.85872993 33.28468813, -111.86271287 33.28468813, -111.86271287 33.28661353))"
,74,28172;28173;28182;28183;28184;28185;28186;28187;28188;28189,10,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.85275551,33.28565083,"POLYGON ((-111.85474698 33.28661353, -111.85076404 33.28661353, -111.85076404 33.28468813, -111.85474698 33.28468813, -111.85474698 33.28661353))"
,75,28178;28181;28190;28191;28192;28193;28194;28195;28196;28197,10,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.84877257,33.28565083,"POLYGON ((-111.85076404 33.28661353, -111.8467811 33.28661353, -111.8467811 33.28468813, -111.85076404 33.28468813, -111.85076404 33.28661353))"
,76,28174;28179;28198,3,residential;residential;residential,,,,-111.84478963,33.28565083,"POLYGON ((-111.8467811 33.28661353, -111.84279816 33.28661353, -111.84279816 33.28468813, -111.8467811 33.28468813, -111.8467811 33.28661353))"
,77,32532;32534;34737;42552;42652;42654;44221;44223;48344;48345,10,primary;primary;primary;primary;primary;primary;primary;primary;primary;primary,,,,-111.84080669,33.28565083,"POLYGON ((-111.84279816 33.28661353, -111.83881522 33.28661353, -111.83881522 33.28468813, -111.84279816 33.28468813, -111.84279816 33.28661353))"
,78,26656;26748;26749,3,motorway;motorway;motorway,,,,-111.83682375,33.28565083,"POLYGON ((-111.83881522 33.28661353, -111.83483227 33.28661353, -111.83483227 33.28468813, -111.83881522 33.28468813, -111.83881522 33.28661353))"
,79,26657;30080;30081;30082;30083;30084;32850,7,motorway;residential;residential;residential;residential;residential;motorway,,,,-111.8328408,33.28565083,"POLYGON ((-111.83483227 33.28661353, -111.83084933 33.28661353, -111.83084933 33.28468813, -111.83483227 33.28468813, -111.83483227 33.28661353))"
,80,7154;7328;7329;22274;22275;23088;23089;30051;30052;30085;30086;30087;30088;30089;47335,15,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;tertiary,,,,-111.82885786,33.28565083,"POLYGON ((-111.83084933 33.28661353, -111.82686639 33.28661353, -111.82686639 33.28468813, -111.83084933 33.28468813, -111.83084933 33.28661353))"
,81,23087;51616;51625;51626,4,secondary;residential;residential;residential,,,,-111.82487492,33.28565083,"POLYGON ((-111.82686639 33.28661353, -111.82288345 33.28661353, -111.82288345 33.28468813, -111.82686639 33.28468813, -111.82686639 33.28661353))"
,82,29970;51617;51618;51619;51620;51621;51622;51623;51624,9,residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.82089198,33.28565083,"POLYGON ((-111.82288345 33.28661353, -111.81890051 33.28661353, -111.81890051 33.28468813, -111.82288345 33.28468813, -111.82288345 33.28661353))"
,83,29983,1,residential,,,,-111.81690904,33.28565083,"POLYGON ((-111.81890051 33.28661353, -111.81491756 33.28661353, -111.81491756 33.28468813, -111.81890051 33.28468813, -111.81890051 33.28661353))"
,84,29984;29992;29993;29994;29997;31478,6,residential;residential;residential;residential;residential;residential,,,,-111.81292609,33.28565083,"POLYGON ((-111.81491756 33.28661353, -111.81093462 33.28661353, -111.81093462 33.28468813, -111.81491756 33.28468813, -111.81491756 33.28661353))"
,85,29973;29986;29989;29991;29999;30000;30019;37952;44914;44915;47058;48606;48607;48608;48609;48610;48611;51457,18,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;tertiary;residential;tertiary;residential;tertiary;residential;residential;residential,,,,-111.80894315,33.28565083,"POLYGON ((-111.81093462 33.28661353, -111.80695168 33.28661353, -111.80695168 33.28468813, -111.81093462 33.28468813, -111.81093462 33.28661353))"
,86,12498;12499;12500;12501;17297;17298;17299;17300;20047;22230;37955;47329;51781,13,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;tertiary;tertiary,,,,-111.80496021,33.28565083,"POLYGON ((-111.80695168 33.28661353, -111.80296874 33.28661353, -111.80296874 33.28468813, -111.80695168 33.28468813, -111.80695168 33.28661353))"
,87,12502;12503;12505;12506;17301;17302;17304;17305;22806;23778;23779,11,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.80097727,33.28565083,"POLYGON ((-111.80296874 33.28661353, -111.7989858 33.28661353, -111.7989858 33.28468813, -111.80296874 33.28468813, -111.80296874 33.28661353))"
,88,12504;17303;20330;23780;30029;30030;30031;30035;30036;30039;30043;45201;45202;45203;45204,15,residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential;residential,,,,-111.79699433,33.28565083,"POLYGON ((-111.7989858 33.28661353, -111.79500285 33.28661353, -111.79500285 33.28468813, -111.7989858 33.28468813, -111.7989858 33.28661353))"
,89,30033;30034;30037;30038;31484;47044,6,residential;residential;residential;residential;tertiary;tertiary,,,,-111.79301138,33.28565083,"POLYGON ((-111.79500285 33.28661353, -111.79101991 33.28661353, -111.79101991 33.28468813, -111.79500285 33.28468813, -111.79500285 33.28661353))"
,90,31485;31879;41651;41652;41653;41654;41655;41656;47045,9,tertiary;tertiary;secondary;secondary;secondary;secondary;secondary;secondary;tertiary,signal;signal,,,-111.78902844,33.28565083,"POLYGON ((-111.79101991 33.28661353, -111.78703697 33.28661353, -111.78703697 33.28468813, -111.79101991 33.28468813, -111.79101991 33.28661353))"
,91,13904,1,residential,,,,-111.77707961,33.28565083,"POLYGON ((-111.77907108 33.28661353, -111.77508814 33.28661353, -111.77508814 33.28468813, -111.77907108 33.28468813, -111.77907108 33.28661353))"
,92,13900;31797,2,residential;secondary,,,,-111.77309667,33.28565083,"POLYGON ((-111.77508814 33.28661353, -111.7711052 33.28661353, -111.7711052 33.28468813, -111.77508814 33.28468813, -111.77508814 33.28661353))"
,93,13901,1,residential,,,,-111.76513079,33.28565083,"POLYGON ((-111.76712226 33.28661353, -111.76313932 33.28661353, -111.76313932 33.28468813, -111.76712226 33.28468813, -111.76712226 33.28661353))"
,94,26658;26726;31636,3,motorway;motorway;tertiary,,,,-111.76114784,33.28565083,"POLYGON ((-111.76313932 33.28661353, -111.75915637 33.28661353, -111.75915637 33.28468813, -111.76313932 33.28468813, -111.76313932 33.28661353))"
,95,31589;31602;36612;36613;36615;41159;41160;47046;47047;47048;48823,11,tertiary;secondary;secondary;secondary;secondary;secondary;secondary;tertiary;tertiary;tertiary;motorway,signal;signal;signal;signal,,,-111.7571649,33.28565083,"POLYGON ((-111.75915637 33.28661353, -111.75517343 33.28661353, -111.75517343 33.28468813, -111.75915637 33.28468813, -111.75915637 33.28661353))"
,96,36614;36616;40654;44122;44123;44124;44125;44126;46589;49511,10,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;tertiary;secondary,,,,-111.75318196,33.28565083,"POLYGON ((-111.75517343 33.28661353, -111.75119049 33.28661353, -111.75119049 33.28468813, -111.75517343 33.28468813, -111.75517343 33.28661353))"
,97,31655;36617;36618;36619;40655;40656;40657;40658;44153;44154;44155;49509;49510,13,secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary;secondary,,,,-111.74919902,33.28565083,"POLYGON ((-111.75119049 33.28661353, -111.74720755 33.28661353, -111.74720755 33.28468813, -111.75119049 33.28468813, -111.75119049 33.28661353))"
