name,link_id,from_cell_id,to_cell_id,length,lanes,free_speed,capacity,geometry,allowed_uses,number_of_micro_link
,0,4303,4394,224.1179140914726,,,,"LINESTRING (-111.97622672 33.38769721, -111.97622672 33.38962261)",auto,6
,1,4394,4303,224.1179140914726,,,,"LINESTRING (-111.97622672 33.38962261, -111.97622672 33.38769721)",auto,6
,2,4394,4482,96.77901241189811,,,,"LINESTRING (-111.97622672 33.38962261, -111.97622672 33.39154801)",auto,4
,3,4482,4394,96.77901241189811,,,,"LINESTRING (-111.97622672 33.39154801, -111.97622672 33.38962261)",auto,4
,4,1744,1664,96.94887138686407,,,,"LINESTRING (-111.95631201 33.3260843, -111.95631201 33.32415889)",auto,2
,5,1664,1744,96.94887138686407,,,,"LINESTRING (-111.95631201 33.32415889, -111.95631201 33.3260843)",auto,2
,6,1580,1664,87.73623336092326,,,,"LINESTRING (-111.95631201 33.32223349, -111.95631201 33.32415889)",auto,1
,7,1664,1580,87.73623336092326,,,,"LINESTRING (-111.95631201 33.32415889, -111.95631201 33.32223349)",auto,1
,8,4573,4487,76.09791480218414,,,,"LINESTRING (-111.95631201 33.39347342, -111.95631201 33.39154801)",auto,2
,9,4487,4573,76.09791480218414,,,,"LINESTRING (-111.95631201 33.39154801, -111.95631201 33.39347342)",auto,2
,10,4399,4487,82.42575452431825,,,,"LINESTRING (-111.95631201 33.38962261, -111.95631201 33.39154801)",auto,2
,11,4487,4399,82.42575452431825,,,,"LINESTRING (-111.95631201 33.39154801, -111.95631201 33.38962261)",auto,2
,12,4308,4218,91.9814554201127,,,,"LINESTRING (-111.95631201 33.38769721, -111.95631201 33.3857718)",auto,2
,13,4218,4308,91.98145542011268,,,,"LINESTRING (-111.95631201 33.3857718, -111.95631201 33.38769721)",auto,2
,14,3512,3598,93.18252380690033,1.0,40.0,,"LINESTRING (-111.95631201 33.37036858, -111.95631201 33.37229398)",auto,4
,15,3598,3512,93.18252380690033,1.0,40.0,,"LINESTRING (-111.95631201 33.37229398, -111.95631201 33.37036858)",auto,4
,16,4954,4955,125.64052270043149,,,,"LINESTRING (-111.89656788 33.40117503, -111.89258494 33.40117503)",auto,2
,17,4955,4954,125.64052270043149,,,,"LINESTRING (-111.89258494 33.40117503, -111.89656788 33.40117503)",auto,2
,18,4954,4953,245.95829549048747,,,,"LINESTRING (-111.89656788 33.40117503, -111.90055082 33.40117503)",auto,3
,19,4953,4954,245.95829549048747,,,,"LINESTRING (-111.90055082 33.40117503, -111.89656788 33.40117503)",auto,3
,20,4953,4865,93.62228183048423,,,,"LINESTRING (-111.90055082 33.40117503, -111.90453376 33.39924962)",auto,1
,21,4865,4953,93.62228183048421,,,,"LINESTRING (-111.90453376 33.39924962, -111.90055082 33.40117503)",auto,1
,22,4865,4864,98.51201341935578,,,,"LINESTRING (-111.90453376 33.39924962, -111.9085167 33.39924962)",auto,1
,23,4864,4865,98.51201341935578,,,,"LINESTRING (-111.9085167 33.39924962, -111.90453376 33.39924962)",auto,1
,24,4864,4863,101.59880912085548,,,,"LINESTRING (-111.9085167 33.39924962, -111.91249964 33.39924962)",auto,3
,25,4863,4864,101.59880912085549,,,,"LINESTRING (-111.91249964 33.39924962, -111.9085167 33.39924962)",auto,3
,26,4863,4862,231.2984612934835,,,,"LINESTRING (-111.91249964 33.39924962, -111.91648259 33.39924962)",auto,2
,27,4862,4863,231.2984612934835,,,,"LINESTRING (-111.91648259 33.39924962, -111.91249964 33.39924962)",auto,2
,28,4956,4957,98.26618641602407,,,,"LINESTRING (-111.88860199 33.40117503, -111.88461905 33.40117503)",auto,1
,29,4957,4956,98.26618641602407,,,,"LINESTRING (-111.88461905 33.40117503, -111.88860199 33.40117503)",auto,1
,30,4951,4864,62.30921696716573,4.0,,,"LINESTRING (-111.9085167 33.40117503, -111.9085167 33.39924962)",auto,4
,31,4864,4951,62.30921696716573,2.0,,,"LINESTRING (-111.9085167 33.39924962, -111.9085167 33.40117503)",auto,4
,32,4865,4952,85.63070066318659,,,,"LINESTRING (-111.90453376 33.39924962, -111.90453376 33.40117503)",auto,3
,33,4952,4865,85.63070066318659,,,,"LINESTRING (-111.90453376 33.40117503, -111.90453376 33.39924962)",auto,3
,34,4857,4858,183.4797092171918,1.0,,,"LINESTRING (-111.9363973 33.39924962, -111.93241435 33.39924962)",auto,1
,35,4858,4857,183.4797092171918,1.0,,,"LINESTRING (-111.93241435 33.39924962, -111.9363973 33.39924962)",auto,1
,36,4858,4946,219.9873906294854,1.0,,,"LINESTRING (-111.93241435 33.39924962, -111.92843141 33.40117503)",auto,1
,37,4946,4858,219.9873906294854,1.0,,,"LINESTRING (-111.92843141 33.40117503, -111.93241435 33.39924962)",auto,1
,38,2561,2629,109.87137356556252,,,,"LINESTRING (-111.76114784 33.34533833, -111.76114784 33.34726373)",auto,2
,39,2629,2561,109.87137356556252,,,,"LINESTRING (-111.76114784 33.34726373, -111.76114784 33.34533833)",auto,2
,40,4483,4482,151.5847307086,1.0,40.0,,"LINESTRING (-111.97224378 33.39154801, -111.97622672 33.39154801)",auto,3
,41,4482,4483,151.58473070859998,1.0,40.0,,"LINESTRING (-111.97622672 33.39154801, -111.97224378 33.39154801)",auto,3
,42,1546,1459,146.34860856018886,,,,"LINESTRING (-111.76513079 33.32030809, -111.76513079 33.31838269)",auto,2
,43,1459,1546,146.34860856018886,,,,"LINESTRING (-111.76513079 33.31838269, -111.76513079 33.32030809)",auto,2
,44,1201,1115,152.1649070960623,,,,"LINESTRING (-111.76513079 33.31260648, -111.76513079 33.31068107)",auto,3
,45,1115,1201,152.1649070960623,,,,"LINESTRING (-111.76513079 33.31068107, -111.76513079 33.31260648)",auto,3
,46,1115,1033,68.53796791560562,,,,"LINESTRING (-111.76513079 33.31068107, -111.76513079 33.30875567)",auto,3
,47,1033,1115,68.53796791560562,,,,"LINESTRING (-111.76513079 33.30875567, -111.76513079 33.31068107)",auto,3
,48,1033,949,100.05618148364749,,,,"LINESTRING (-111.76513079 33.30875567, -111.76513079 33.30683027)",auto,3
,49,949,1033,100.05618148364749,,,,"LINESTRING (-111.76513079 33.30683027, -111.76513079 33.30875567)",auto,3
,50,3323,3241,99.55444169440771,2.0,,,"LINESTRING (-111.70538666 33.36459237, -111.70538666 33.36266696)",auto,3
,51,3241,3323,99.55444169440771,2.0,,,"LINESTRING (-111.70538666 33.36266696, -111.70538666 33.36459237)",auto,3
,52,3241,3164,94.3236152107007,,,,"LINESTRING (-111.70538666 33.36266696, -111.70538666 33.36074156)",auto,2
,53,3164,3241,94.3236152107007,,,,"LINESTRING (-111.70538666 33.36074156, -111.70538666 33.36266696)",auto,2
,54,3571,3658,140.70079255218002,,,,"LINESTRING (-111.7093696 33.37036858, -111.7093696 33.37229398)",auto,1
,55,3658,3571,140.70079255218002,,,,"LINESTRING (-111.7093696 33.37229398, -111.7093696 33.37036858)",auto,1
,56,4365,4364,570.0649374155557,1.0,,,"LINESTRING (-111.71335254 33.38769721, -111.71733548 33.38769721)",auto,1
,57,6931,6856,107.87240444470625,,,,"LINESTRING (-111.81690904 33.44931012, -111.81690904 33.44738471)",auto,4
,58,6856,6931,107.87240444470625,,,,"LINESTRING (-111.81690904 33.44738471, -111.81690904 33.44931012)",auto,4
,59,5379,5380,673.1919734359986,3.0,104.0,,"LINESTRING (-112.00410731 33.41080205, -111.99614143 33.41080205)",auto,2
,60,5517,5437,125.90533015532154,1.0,,,"LINESTRING (-111.71335254 33.41272745, -111.71335254 33.41080205)",auto,4
,61,5437,5517,125.90533015532154,1.0,,,"LINESTRING (-111.71335254 33.41080205, -111.71335254 33.41272745)",auto,4
,62,4484,4129,915.5324528180543,1.0,,,"LINESTRING (-111.96826083 33.39154801, -111.96826083 33.3838464)",auto,1
,63,5759,5760,160.47005011279361,,24.0,,"LINESTRING (-111.74521608 33.41850366, -111.74123314 33.41850366)",auto,1
,64,5760,5759,160.47005011279361,,24.0,,"LINESTRING (-111.74123314 33.41850366, -111.74521608 33.41850366)",auto,1
,65,7274,7275,531.9427584431568,3.5,104.0,,"LINESTRING (-112.00410731 33.45893713, -111.99614143 33.45893713)",auto,2
,66,7117,7045,109.26532404068527,1.0,,,"LINESTRING (-111.67352312 33.45316092, -111.67352312 33.45123552)",auto,2
,67,7045,7117,82.05081022137593,,,,"LINESTRING (-111.67352312 33.45123552, -111.67352312 33.45316092)",auto,1
,68,5206,5301,227.64941552924324,3.0,,,"LINESTRING (-111.98020966 33.40695124, -111.97622672 33.40887664)",auto,1
,69,1151,902,468.2953218086465,1.0,,,"LINESTRING (-111.97224378 33.31260648, -111.97224378 33.30683027)",auto,1
,70,7464,7543,128.82261204391156,1.0,40.0,,"LINESTRING (-111.74521608 33.46278794, -111.74521608 33.46471334)",auto,1
,71,7543,7464,128.82261204391156,1.0,40.0,,"LINESTRING (-111.74521608 33.46471334, -111.74521608 33.46278794)",auto,1
,72,7543,7625,29.20655886798707,1.0,40.0,,"LINESTRING (-111.74521608 33.46471334, -111.74521608 33.46663874)",auto,1
,73,7625,7543,29.20655886798707,1.0,40.0,,"LINESTRING (-111.74521608 33.46663874, -111.74521608 33.46471334)",auto,1
,74,5914,5587,808.2459042771532,,,,"LINESTRING (-111.78106256 33.42235447, -111.78106256 33.41465285)",auto,1
,75,5587,5914,808.2459042771532,,,,"LINESTRING (-111.78106256 33.41465285, -111.78106256 33.42235447)",auto,1
,76,6517,6591,75.39410017910076,,,,"LINESTRING (-111.71335254 33.4377577, -111.71335254 33.4396831)",auto,3
,77,6591,6517,75.39410017910076,,,,"LINESTRING (-111.71335254 33.4396831, -111.71335254 33.4377577)",auto,3
,78,6591,6655,150.4298942369221,,,,"LINESTRING (-111.71335254 33.4396831, -111.71335254 33.4416085)",auto,3
,79,6655,6591,150.4298942369221,,,,"LINESTRING (-111.71335254 33.4416085, -111.71335254 33.4396831)",auto,3
,80,7621,7460,321.47414539474306,,,,"LINESTRING (-111.76114784 33.46663874, -111.76114784 33.46278794)",auto,1
,81,7460,7621,321.47414539474306,,,,"LINESTRING (-111.76114784 33.46278794, -111.76114784 33.46663874)",auto,1
,82,7759,7688,174.81916667193937,,,,"LINESTRING (-111.77707961 33.47048955, -111.77707961 33.46856415)",auto,3
,83,7688,7759,174.81916667193943,,,,"LINESTRING (-111.77707961 33.46856415, -111.77707961 33.47048955)",auto,3
,84,4990,4901,186.03354317021603,2.0,72.0,,"LINESTRING (-111.75318196 33.40117503, -111.75318196 33.39924962)",auto,3
,85,4901,4990,186.03354317021603,2.0,72.0,,"LINESTRING (-111.75318196 33.39924962, -111.75318196 33.40117503)",auto,3
,86,4901,4808,82.37715843198988,2.0,72.0,,"LINESTRING (-111.75318196 33.39924962, -111.75318196 33.39732422)",auto,3
,87,4808,4901,82.37715843198988,2.0,72.0,,"LINESTRING (-111.75318196 33.39732422, -111.75318196 33.39924962)",auto,3
,88,6195,6121,43.06885648324723,,,,"LINESTRING (-111.88860199 33.43005608, -111.88860199 33.42813068)",auto,1
,89,6121,6195,58.5571377455013,3.0,,,"LINESTRING (-111.88860199 33.42813068, -111.88860199 33.43005608)",auto,3
,90,4386,4385,174.44981656521372,,,,"LINESTRING (-112.00809025 33.38962261, -112.0120732 33.38962261)",auto,1
,91,4385,4386,174.44981656521372,,,,"LINESTRING (-112.0120732 33.38962261, -112.00809025 33.38962261)",auto,1
,92,7513,7440,103.50509258034342,1.75,48.0,,"LINESTRING (-111.9085167 33.46471334, -111.9085167 33.46278794)",auto,4
,93,7440,7513,91.60326418560742,2.0,50.666666666666664,,"LINESTRING (-111.9085167 33.46278794, -111.9085167 33.46471334)",auto,3
,94,6235,6158,78.28883303504922,,,,"LINESTRING (-111.72530137 33.43005608, -111.72530137 33.42813068)",auto,5
,95,6158,6235,78.28883303504922,,,,"LINESTRING (-111.72530137 33.42813068, -111.72530137 33.43005608)",auto,5
,96,6158,6157,15.272514570119982,,,,"LINESTRING (-111.72530137 33.42813068, -111.72928431 33.42813068)",auto,1
,97,6157,6158,15.272514570119982,,,,"LINESTRING (-111.72928431 33.42813068, -111.72530137 33.42813068)",auto,1
,98,6991,7074,248.23359602665877,1.0,40.0,,"LINESTRING (-111.91648259 33.45123552, -111.91648259 33.45316092)",auto,4
,99,7074,6991,248.23359602665877,1.0,40.0,,"LINESTRING (-111.91648259 33.45316092, -111.91648259 33.45123552)",auto,4
,100,6320,6469,524.5979571204989,1.0,,,"LINESTRING (-111.98020966 33.43390689, -111.97224378 33.4377577)",auto,1
,101,1237,1409,428.03148763021534,1.0,,,"LINESTRING (-111.97224378 33.31453188, -111.97224378 33.31838269)",auto,1
,102,1994,1917,137.7822958400593,,,,"LINESTRING (-111.92444847 33.33186051, -111.92046553 33.32993511)",auto,1
,103,1917,1994,137.7822958400593,,,,"LINESTRING (-111.92046553 33.32993511, -111.92444847 33.33186051)",auto,1
,104,1917,1916,79.65240928998927,,,,"LINESTRING (-111.92046553 33.32993511, -111.92444847 33.32993511)",auto,2
,105,1916,1917,79.65240928998927,,,,"LINESTRING (-111.92444847 33.32993511, -111.92046553 33.32993511)",auto,2
,106,5169,5263,68.41370722961535,,,,"LINESTRING (-111.74919902 33.40502584, -111.74919902 33.40695124)",auto,4
,107,5263,5169,68.41370722961535,,,,"LINESTRING (-111.74919902 33.40695124, -111.74919902 33.40502584)",auto,4
,108,5263,5348,80.1447511466933,,,,"LINESTRING (-111.74919902 33.40695124, -111.74919902 33.40887664)",auto,2
,109,5348,5263,80.1447511466933,,,,"LINESTRING (-111.74919902 33.40887664, -111.74919902 33.40695124)",auto,2
,110,7101,7100,56.19165078095264,1.0,,,"LINESTRING (-111.76513079 33.45316092, -111.76911373 33.45316092)",auto,3
,111,7100,7101,56.19165078095264,1.0,,,"LINESTRING (-111.76911373 33.45316092, -111.76513079 33.45316092)",auto,3
,112,5029,5209,276.923389126491,4.0,104.0,,"LINESTRING (-111.96826083 33.40310043, -111.96826083 33.40695124)",auto,2
,113,4224,4222,444.2469417037121,1.0,,,"LINESTRING (-111.93241435 33.3857718, -111.94038024 33.3857718)",auto,1
,114,4096,4179,77.99271513198987,1.0,,,"LINESTRING (-111.74919902 33.381921, -111.74919902 33.3838464)",auto,3
,115,4179,4096,77.99271513198987,1.0,,,"LINESTRING (-111.74919902 33.3838464, -111.74919902 33.381921)",auto,3
,116,6484,6485,113.24071455537559,1.0,32.0,,"LINESTRING (-111.85673845 33.4377577, -111.85275551 33.4377577)",auto,2
,117,6485,6484,113.24071455537559,1.0,32.0,,"LINESTRING (-111.85275551 33.4377577, -111.85673845 33.4377577)",auto,2
,118,6335,6274,142.36909008595248,3.0,,,"LINESTRING (-111.85673845 33.43390689, -111.85673845 33.43198149)",auto,3
,119,6274,6335,142.36909008595248,3.0,,,"LINESTRING (-111.85673845 33.43198149, -111.85673845 33.43390689)",auto,3
,120,5523,5443,159.80477791459995,,40.0,,"LINESTRING (-111.681489 33.41272745, -111.681489 33.41080205)",auto,3
,121,5443,5523,159.80477791459995,,40.0,,"LINESTRING (-111.681489 33.41080205, -111.681489 33.41272745)",auto,3
,122,6758,6681,66.69562652043686,2.0,,,"LINESTRING (-111.94834612 33.44545931, -111.94834612 33.44353391)",auto,2
,123,5198,5199,219.40808206513816,3.0,,,"LINESTRING (-112.0120732 33.40695124, -112.00809025 33.40695124)",auto,2
,124,5199,5198,219.40808206513816,2.0,,,"LINESTRING (-112.00809025 33.40695124, -112.0120732 33.40695124)",auto,2
,125,2877,2730,436.8779563868667,1.0,,,"LINESTRING (-111.97224378 33.35496535, -111.97224378 33.35111454)",auto,1
,126,7203,7275,144.21225702817816,2.0,,,"LINESTRING (-111.99614143 33.45701173, -111.99614143 33.45893713)",auto,2
,127,7275,7203,144.35384731442528,2.0,,,"LINESTRING (-111.99614143 33.45893713, -111.99614143 33.45701173)",auto,2
,128,4275,4359,575.2943805121527,1.0,,,"LINESTRING (-111.72928431 33.3857718, -111.73725019 33.38769721)",auto,1
,129,6727,6804,109.50569398310962,,,,"LINESTRING (-111.7093696 33.44353391, -111.70538666 33.44545931)",auto,1
,130,6804,6727,109.50569398310962,,,,"LINESTRING (-111.70538666 33.44545931, -111.7093696 33.44353391)",auto,1
,131,3035,3116,61.57572587229521,1.0,40.0,,"LINESTRING (-111.9085167 33.35881615, -111.9085167 33.36074156)",auto,5
,132,3116,3035,61.57572587229521,1.0,40.0,,"LINESTRING (-111.9085167 33.36074156, -111.9085167 33.35881615)",auto,5
,133,4990,4808,342.2354721120217,,,,"LINESTRING (-111.75318196 33.40117503, -111.75318196 33.39732422)",auto,1
,134,4808,4990,342.23547211202174,,,,"LINESTRING (-111.75318196 33.39732422, -111.75318196 33.40117503)",auto,1
,135,6603,6672,58.067118227130706,,,,"LINESTRING (-111.99215849 33.4416085, -111.99215849 33.44353391)",auto,1
,136,6672,6603,58.067118227130706,,,,"LINESTRING (-111.99215849 33.44353391, -111.99215849 33.4416085)",auto,1
,137,3647,3738,116.68808643424677,1.0,,,"LINESTRING (-111.75318196 33.37229398, -111.75318196 33.37421938)",auto,3
,138,3738,3647,116.68808643424677,1.0,,,"LINESTRING (-111.75318196 33.37421938, -111.75318196 33.37229398)",auto,3
,139,6451,6517,79.46789750580805,,,,"LINESTRING (-111.71335254 33.43583229, -111.71335254 33.4377577)",auto,3
,140,6517,6451,79.46789750580807,,,,"LINESTRING (-111.71335254 33.4377577, -111.71335254 33.43583229)",auto,3
,141,4254,4252,502.31099469215167,1.0,,,"LINESTRING (-111.81292609 33.3857718, -111.82089198 33.3857718)",auto,1
,142,970,1053,102.58422263769049,1.0,,,"LINESTRING (-111.681489 33.30683027, -111.681489 33.30875567)",auto,2
,143,1053,970,71.10389769566564,1.0,,,"LINESTRING (-111.681489 33.30875567, -111.681489 33.30683027)",auto,2
,144,6032,5866,573.7562650248536,1.0,,,"LINESTRING (-111.98020966 33.42620528, -111.98020966 33.42235447)",auto,1
,145,5866,6032,573.7562650248534,1.0,,,"LINESTRING (-111.98020966 33.42235447, -111.98020966 33.42620528)",auto,1
,146,4090,4173,111.16683054571264,,,,"LINESTRING (-111.77309667 33.381921, -111.77309667 33.3838464)",auto,4
,147,4173,4090,111.16683054571264,,,,"LINESTRING (-111.77309667 33.3838464, -111.77309667 33.381921)",auto,4
,148,4221,4222,432.1327273658867,1.0,,,"LINESTRING (-111.94436318 33.3857718, -111.94038024 33.3857718)",auto,1
,149,4026,4027,296.0551441618669,3.0,,,"LINESTRING (-111.67352312 33.37999559, -111.66954018 33.37999559)",auto,2
,150,4027,4026,296.0551441618669,2.0,,,"LINESTRING (-111.66954018 33.37999559, -111.67352312 33.37999559)",auto,2
,151,7346,7347,209.73703197358057,1.0,40.0,,"LINESTRING (-112.02003908 33.46086254, -112.01605614 33.46086254)",auto,3
,152,6429,6428,123.90874950290403,,,,"LINESTRING (-111.80097727 33.43583229, -111.80496021 33.43583229)",auto,3
,153,6428,6429,123.90874950290406,,,,"LINESTRING (-111.80496021 33.43583229, -111.80097727 33.43583229)",auto,3
,154,4685,4778,158.2822706348099,,,,"LINESTRING (-111.88063611 33.39539882, -111.88063611 33.39732422)",auto,2
,155,4778,4685,158.28227063480995,,,,"LINESTRING (-111.88063611 33.39732422, -111.88063611 33.39539882)",auto,2
,156,7102,7101,60.73283319567393,1.0,40.0,,"LINESTRING (-111.76114784 33.45316092, -111.76513079 33.45316092)",auto,4
,157,7101,7102,60.73283319567393,1.0,40.0,,"LINESTRING (-111.76513079 33.45316092, -111.76114784 33.45316092)",auto,4
,158,4224,4225,407.17004818300944,3.5,104.0,,"LINESTRING (-111.93241435 33.3857718, -111.92843141 33.3857718)",auto,2
,159,2077,1995,116.58330100514338,,,,"LINESTRING (-111.92046553 33.33378591, -111.92046553 33.33186051)",auto,2
,160,1995,2077,116.58330100514338,,,,"LINESTRING (-111.92046553 33.33186051, -111.92046553 33.33378591)",auto,2
,161,1916,1829,144.62114844930196,,,,"LINESTRING (-111.92444847 33.32993511, -111.92444847 33.3280097)",auto,2
,162,1829,1916,144.62114844930196,,,,"LINESTRING (-111.92444847 33.3280097, -111.92444847 33.32993511)",auto,2
,163,5264,5263,90.00084606105787,,,,"LINESTRING (-111.74521608 33.40695124, -111.74919902 33.40695124)",auto,4
,164,5263,5264,90.00084606105787,,,,"LINESTRING (-111.74919902 33.40695124, -111.74521608 33.40695124)",auto,4
,165,6803,6802,64.44210708135552,,,,"LINESTRING (-111.7093696 33.44545931, -111.71335254 33.44545931)",auto,1
,166,6802,6803,64.44210708135552,,,,"LINESTRING (-111.71335254 33.44545931, -111.7093696 33.44545931)",auto,1
,167,4184,4185,73.00818471622962,3.0,,,"LINESTRING (-111.72131842 33.3838464, -111.71733548 33.3838464)",auto,2
,168,7203,7204,121.4457941298844,,,,"LINESTRING (-111.99614143 33.45701173, -111.99215849 33.45701173)",auto,1
,169,7204,7203,121.4457941298844,,,,"LINESTRING (-111.99215849 33.45701173, -111.99614143 33.45701173)",auto,1
,170,317,237,61.39957507452448,1.0,40.0,,"LINESTRING (-111.98817554 33.29335244, -111.98817554 33.29142704)",auto,2
,171,237,317,61.39957507452448,1.0,40.0,,"LINESTRING (-111.98817554 33.29142704, -111.98817554 33.29335244)",auto,2
,172,4370,4369,253.02390148118047,3.0,104.0,,"LINESTRING (-111.69343783 33.38769721, -111.69742077 33.38769721)",auto,3
,173,6201,6202,349.2255623138311,2.0,,,"LINESTRING (-111.86470434 33.43005608, -111.8607214 33.43005608)",auto,2
,174,6202,6201,349.2255623138311,2.0,,,"LINESTRING (-111.8607214 33.43005608, -111.86470434 33.43005608)",auto,2
,175,3711,3618,96.91986320919342,,,,"LINESTRING (-111.86868728 33.37421938, -111.86868728 33.37229398)",auto,4
,176,3618,3711,96.91986320919342,,,,"LINESTRING (-111.86868728 33.37229398, -111.86868728 33.37421938)",auto,4
,177,5264,5169,134.86360590049355,,,,"LINESTRING (-111.74521608 33.40695124, -111.74919902 33.40502584)",auto,1
,178,5169,5264,134.86360590049355,,,,"LINESTRING (-111.74919902 33.40502584, -111.74521608 33.40695124)",auto,1
,179,4234,4233,442.7451704943334,1.0,,,"LINESTRING (-111.89258494 33.3857718, -111.89656788 33.3857718)",auto,1
,180,6802,6726,141.99292777608366,,,,"LINESTRING (-111.71335254 33.44545931, -111.71335254 33.44353391)",auto,2
,181,6726,6802,141.99292777608366,,,,"LINESTRING (-111.71335254 33.44353391, -111.71335254 33.44545931)",auto,2
,182,6726,6655,170.146251572675,,,,"LINESTRING (-111.71335254 33.44353391, -111.71335254 33.4416085)",auto,2
,183,6655,6726,170.146251572675,,,,"LINESTRING (-111.71335254 33.4416085, -111.71335254 33.44353391)",auto,2
,184,6591,6654,191.90555932039902,,,,"LINESTRING (-111.71335254 33.4396831, -111.71733548 33.4416085)",auto,1
,185,6654,6591,191.90555932039905,,,,"LINESTRING (-111.71733548 33.4416085, -111.71335254 33.4396831)",auto,1
,186,6727,6726,28.309386338315385,,,,"LINESTRING (-111.7093696 33.44353391, -111.71335254 33.44353391)",auto,1
,187,6726,6727,28.309386338315385,,,,"LINESTRING (-111.71335254 33.44353391, -111.7093696 33.44353391)",auto,1
,188,7024,7101,52.37294932116876,1.0,40.0,,"LINESTRING (-111.76114784 33.45123552, -111.76513079 33.45316092)",auto,1
,189,7101,7024,52.37294932116876,1.0,40.0,,"LINESTRING (-111.76513079 33.45316092, -111.76114784 33.45123552)",auto,1
,190,7102,7174,116.98715324457442,1.0,42.666666666666664,,"LINESTRING (-111.76114784 33.45316092, -111.76114784 33.45508632)",auto,4
,191,7174,7102,116.98715324457442,1.0,42.666666666666664,,"LINESTRING (-111.76114784 33.45508632, -111.76114784 33.45316092)",auto,4
,192,7173,7101,115.46557334745093,,,,"LINESTRING (-111.76513079 33.45508632, -111.76513079 33.45316092)",auto,2
,193,7101,7173,115.46557334745093,,,,"LINESTRING (-111.76513079 33.45316092, -111.76513079 33.45508632)",auto,2
,194,3688,3869,345.24559614844384,3.0,104.0,,"LINESTRING (-111.96826083 33.37421938, -111.96826083 33.37807019)",auto,2
,195,4228,4229,537.5802589239421,1.0,,,"LINESTRING (-111.91648259 33.3857718, -111.91249964 33.3857718)",auto,1
,196,5264,5170,94.76196649627485,,,,"LINESTRING (-111.74521608 33.40695124, -111.74521608 33.40502584)",auto,3
,197,5170,5264,94.76196649627485,,,,"LINESTRING (-111.74521608 33.40502584, -111.74521608 33.40695124)",auto,3
,198,6654,6655,66.28338396138393,,,,"LINESTRING (-111.71733548 33.4416085, -111.71335254 33.4416085)",auto,2
,199,6655,6654,66.28338396138393,,,,"LINESTRING (-111.71335254 33.4416085, -111.71733548 33.4416085)",auto,2
,200,2443,2582,461.92761967345615,1.0,,,"LINESTRING (-111.97224378 33.34341293, -111.97224378 33.34726373)",auto,1
,201,7012,6933,109.24831571153884,,,,"LINESTRING (-111.80894315 33.45123552, -111.80894315 33.44931012)",auto,3
,202,6933,7012,109.24831571153885,,,,"LINESTRING (-111.80894315 33.44931012, -111.80894315 33.45123552)",auto,3
,203,4235,4238,1096.2475068719261,1.0,,,"LINESTRING (-111.88860199 33.3857718, -111.87665316 33.3857718)",auto,1
,204,4633,4544,115.49574549731467,,,,"LINESTRING (-111.71335254 33.39347342, -111.71335254 33.39154801)",auto,3
,205,4544,4633,115.49574549731467,,,,"LINESTRING (-111.71335254 33.39154801, -111.71335254 33.39347342)",auto,3
,206,245,243,1004.549083176147,,,,"LINESTRING (-111.94436318 33.29142704, -111.95631201 33.29142704)",auto,1
,207,243,245,1004.549083176147,,,,"LINESTRING (-111.95631201 33.29142704, -111.94436318 33.29142704)",auto,1
,208,5687,5766,225.87764192127543,,,,"LINESTRING (-111.70538666 33.41657826, -111.70140371 33.41850366)",auto,1
,209,5766,5687,225.87764192127543,,,,"LINESTRING (-111.70140371 33.41850366, -111.70538666 33.41657826)",auto,1
,210,4250,4251,457.7080428335199,1.0,,,"LINESTRING (-111.82885786 33.3857718, -111.82487492 33.3857718)",auto,2
,211,7111,7184,362.18327073225504,,,,"LINESTRING (-111.7093696 33.45316092, -111.70538666 33.45508632)",auto,1
,212,7184,7111,362.1832707322551,,,,"LINESTRING (-111.70538666 33.45508632, -111.7093696 33.45316092)",auto,1
,213,7184,7112,226.2223371414351,,,,"LINESTRING (-111.70538666 33.45508632, -111.70538666 33.45316092)",auto,2
,214,7112,7184,226.2223371414351,,,,"LINESTRING (-111.70538666 33.45316092, -111.70538666 33.45508632)",auto,2
,215,7110,7111,189.81232265672168,1.0,40.0,,"LINESTRING (-111.71335254 33.45316092, -111.7093696 33.45316092)",auto,4
,216,7111,7110,189.81232265672168,1.0,40.0,,"LINESTRING (-111.7093696 33.45316092, -111.71335254 33.45316092)",auto,4
,217,7276,7277,260.613379773064,3.3333333333333335,74.5,,"LINESTRING (-111.99215849 33.45893713, -111.98817554 33.45893713)",auto,3
,218,847,928,227.69692849748733,,,,"LINESTRING (-111.85275551 33.30490486, -111.85275551 33.30683027)",auto,1
,219,928,847,227.6969284974873,,,,"LINESTRING (-111.85275551 33.30683027, -111.85275551 33.30490486)",auto,1
,220,1674,1753,158.87827250735393,1.0,40.0,,"LINESTRING (-111.91648259 33.32415889, -111.91648259 33.3260843)",auto,2
,221,1753,1674,158.87827250735396,1.0,40.0,,"LINESTRING (-111.91648259 33.3260843, -111.91648259 33.32415889)",auto,2
,222,4442,4529,61.12504654769747,,,,"LINESTRING (-111.77707961 33.38962261, -111.77707961 33.39154801)",auto,3
,223,4529,4442,61.12504654769747,,,,"LINESTRING (-111.77707961 33.39154801, -111.77707961 33.38962261)",auto,3
,224,5263,5262,70.61168158017475,,,,"LINESTRING (-111.74919902 33.40695124, -111.75318196 33.40695124)",auto,1
