name,link_id,from_cell_id,to_cell_id,length,lanes,free_speed,capacity,geometry,allowed_uses,number_of_micro_link
,6133,6436,6502,126.04339540135965,1.5,40.0,,"LINESTRING (-111.77309667 33.43583229, -111.77309667 33.4377577)",auto,2
,6134,6294,6223,148.92049768677379,1.0,40.0,,"LINESTRING (-111.77309667 33.43198149, -111.77309667 33.43005608)",auto,2
,6135,6223,6294,148.92049768677376,1.0,40.0,,"LINESTRING (-111.77309667 33.43005608, -111.77309667 33.43198149)",auto,2
,6136,4763,4762,294.1449945998815,,,,"LINESTRING (-111.94038024 33.39732422, -111.94436318 33.39732422)",auto,1
,6137,4762,4763,294.14499459988156,,,,"LINESTRING (-111.94436318 33.39732422, -111.94038024 33.39732422)",auto,1
,6138,4755,4754,327.36190848474325,1.0,,,"LINESTRING (-111.97224378 33.39732422, -111.97622672 33.39732422)",auto,1
,6139,4754,4755,327.36190848474325,1.0,,,"LINESTRING (-111.97622672 33.39732422, -111.97224378 33.39732422)",auto,1
,6140,3653,3567,187.65341292956523,,,,"LINESTRING (-111.72928431 33.37229398, -111.72530137 33.37036858)",auto,1
,6141,3567,3653,187.65341292956523,,,,"LINESTRING (-111.72530137 33.37036858, -111.72928431 33.37229398)",auto,1
,6142,3567,3482,140.17889486091596,,,,"LINESTRING (-111.72530137 33.37036858, -111.72530137 33.36844317)",auto,2
,6143,3482,3567,140.17889486091596,,,,"LINESTRING (-111.72530137 33.36844317, -111.72530137 33.37036858)",auto,2
,6144,3482,3398,160.22399531572833,,,,"LINESTRING (-111.72530137 33.36844317, -111.72530137 33.36651777)",auto,4
,6145,3398,3482,160.22399531572833,,,,"LINESTRING (-111.72530137 33.36651777, -111.72530137 33.36844317)",auto,4
,6146,3745,3833,79.04855664488065,,,,"LINESTRING (-111.72530137 33.37421938, -111.72928431 33.37614479)",auto,1
,6147,3833,3745,79.04855664488065,,,,"LINESTRING (-111.72928431 33.37614479, -111.72530137 33.37421938)",auto,1
,6148,4397,4398,187.2722309248955,,,,"LINESTRING (-111.96427789 33.38962261, -111.96029495 33.38962261)",auto,1
,6149,4398,4397,187.2722309248955,,,,"LINESTRING (-111.96029495 33.38962261, -111.96427789 33.38962261)",auto,1
,6150,4402,4401,82.87943900057508,,,,"LINESTRING (-111.94436318 33.38962261, -111.94834612 33.38962261)",auto,1
,6151,4401,4402,82.87943900057508,,,,"LINESTRING (-111.94834612 33.38962261, -111.94436318 33.38962261)",auto,1
,6152,4400,4399,341.1544183264547,,40.0,,"LINESTRING (-111.95232907 33.38962261, -111.95631201 33.38962261)",auto,2
,6153,4399,4400,341.1544183264547,,40.0,,"LINESTRING (-111.95631201 33.38962261, -111.95232907 33.38962261)",auto,2
,6154,4399,4398,87.26656573284593,,40.0,,"LINESTRING (-111.95631201 33.38962261, -111.96029495 33.38962261)",auto,2
,6155,4398,4399,87.26656573284593,,40.0,,"LINESTRING (-111.96029495 33.38962261, -111.95631201 33.38962261)",auto,2
,6156,5543,5466,180.22979112248436,,,,"LINESTRING (-111.95631201 33.41465285, -111.95631201 33.41272745)",auto,2
,6157,5466,5543,180.22979112248436,,,,"LINESTRING (-111.95631201 33.41272745, -111.95631201 33.41465285)",auto,2
,6158,5466,5390,88.42810035102258,,,,"LINESTRING (-111.95631201 33.41272745, -111.95631201 33.41080205)",auto,2
,6159,5390,5466,88.42810035102258,,,,"LINESTRING (-111.95631201 33.41080205, -111.95631201 33.41272745)",auto,2
,6160,2350,2349,120.03977774773254,1.0,,,"LINESTRING (-111.73725019 33.33956212, -111.74123314 33.33956212)",auto,3
,6161,2349,2350,120.03977774773254,1.0,,,"LINESTRING (-111.74123314 33.33956212, -111.73725019 33.33956212)",auto,3
,6162,2623,2555,136.01338478410602,2.0,56.0,,"LINESTRING (-111.78902844 33.34726373, -111.78902844 33.34533833)",auto,2
,6163,2555,2623,136.01338478410602,2.0,56.0,,"LINESTRING (-111.78902844 33.34533833, -111.78902844 33.34726373)",auto,2
,6164,4626,4538,84.27668808997157,1.0,40.0,,"LINESTRING (-111.74123314 33.39347342, -111.74123314 33.39154801)",auto,2
,6165,4538,4626,84.27668808997159,1.0,40.0,,"LINESTRING (-111.74123314 33.39154801, -111.74123314 33.39347342)",auto,2
,6166,4538,4451,108.651836644586,,,,"LINESTRING (-111.74123314 33.39154801, -111.74123314 33.38962261)",auto,1
,6167,4451,4538,108.651836644586,,,,"LINESTRING (-111.74123314 33.38962261, -111.74123314 33.39154801)",auto,1
,6168,4451,4358,79.91395801612026,,,,"LINESTRING (-111.74123314 33.38962261, -111.74123314 33.38769721)",auto,4
,6169,4358,4451,79.91395801612026,,,,"LINESTRING (-111.74123314 33.38769721, -111.74123314 33.38962261)",auto,4
,6170,6885,6806,71.81599152098352,,,,"LINESTRING (-111.69742077 33.44738471, -111.69742077 33.44545931)",auto,4
,6171,6806,6885,71.81599152098352,,,,"LINESTRING (-111.69742077 33.44545931, -111.69742077 33.44738471)",auto,4
,6172,6912,6839,87.35852452700661,1.0,40.0,,"LINESTRING (-111.93241435 33.44931012, -111.93241435 33.44738471)",auto,2
,6173,6839,6912,87.3585245270066,1.0,40.0,,"LINESTRING (-111.93241435 33.44738471, -111.93241435 33.44931012)",auto,2
,6174,7639,7638,195.25987180067253,3.0,,,"LINESTRING (-111.68547195 33.46663874, -111.68945489 33.46663874)",auto,2
,6175,7638,7639,195.25987180067253,2.0,,,"LINESTRING (-111.68945489 33.46663874, -111.68547195 33.46663874)",auto,2
,6176,6152,6229,75.83704297397043,1.0,40.0,,"LINESTRING (-111.74919902 33.42813068, -111.74919902 33.43005608)",auto,2
,6177,6229,6152,75.83704297397043,1.0,40.0,,"LINESTRING (-111.74919902 33.43005608, -111.74919902 33.42813068)",auto,2
,6178,6082,6152,85.99390542078942,,,,"LINESTRING (-111.74919902 33.42620528, -111.74919902 33.42813068)",auto,2
,6179,6152,6082,85.99390542078942,,,,"LINESTRING (-111.74919902 33.42813068, -111.74919902 33.42620528)",auto,2
,6180,4855,4854,281.36094905707154,,56.0,,"LINESTRING (-111.94436318 33.39924962, -111.94834612 33.39924962)",auto,1
,6181,4854,4855,281.36094905707154,,56.0,,"LINESTRING (-111.94834612 33.39924962, -111.94436318 33.39924962)",auto,1
,6182,4854,4853,399.3786047515694,,56.0,,"LINESTRING (-111.94834612 33.39924962, -111.95232907 33.39924962)",auto,1
,6183,4853,4854,399.37860475156936,,56.0,,"LINESTRING (-111.95232907 33.39924962, -111.94834612 33.39924962)",auto,1
,6184,4853,4852,282.9579918998615,,56.0,,"LINESTRING (-111.95232907 33.39924962, -111.95631201 33.39924962)",auto,1
,6185,4852,4853,282.95799189986144,,56.0,,"LINESTRING (-111.95631201 33.39924962, -111.95232907 33.39924962)",auto,1
,6186,4852,4851,506.20373822601533,,56.0,,"LINESTRING (-111.95631201 33.39924962, -111.96029495 33.39924962)",auto,1
,6187,4851,4852,506.2037382260153,,56.0,,"LINESTRING (-111.96029495 33.39924962, -111.95631201 33.39924962)",auto,1
,6188,4856,4855,143.30358192540115,,,,"LINESTRING (-111.94038024 33.39924962, -111.94436318 33.39924962)",auto,2
,6189,4855,4856,143.30358192540112,,,,"LINESTRING (-111.94436318 33.39924962, -111.94038024 33.39924962)",auto,2
,6190,4849,4848,356.88568667942127,,,,"LINESTRING (-111.96826083 33.39924962, -111.97224378 33.39924962)",auto,1
,6191,4848,4849,356.8856866794213,,,,"LINESTRING (-111.97224378 33.39924962, -111.96826083 33.39924962)",auto,1
,6192,4848,4847,366.88086512237726,,,,"LINESTRING (-111.97224378 33.39924962, -111.97622672 33.39924962)",auto,2
,6193,4847,4848,366.88086512237726,,,,"LINESTRING (-111.97622672 33.39924962, -111.97224378 33.39924962)",auto,2
,6194,1172,1173,312.14115468222485,1.0,,,"LINESTRING (-111.88860199 33.31260648, -111.88461905 33.31260648)",auto,2
,6195,1173,1172,312.1411546822248,1.0,,,"LINESTRING (-111.88461905 33.31260648, -111.88860199 33.31260648)",auto,2
,6196,1087,1088,197.29469632782966,1.0,40.0,,"LINESTRING (-111.88063611 33.31068107, -111.87665316 33.31068107)",auto,3
,6197,1088,1087,197.29469632782966,1.0,40.0,,"LINESTRING (-111.87665316 33.31068107, -111.88063611 33.31068107)",auto,3
,6198,1184,1183,212.2143775717953,1.0,,,"LINESTRING (-111.84080669 33.31260648, -111.84478963 33.31260648)",auto,2
,6199,1183,1184,212.2143775717953,1.0,,,"LINESTRING (-111.84478963 33.31260648, -111.84080669 33.31260648)",auto,2
,6200,1183,1182,176.66381827637736,1.0,,,"LINESTRING (-111.84478963 33.31260648, -111.84877257 33.31260648)",auto,2
,6201,1182,1183,176.66381827637736,1.0,,,"LINESTRING (-111.84877257 33.31260648, -111.84478963 33.31260648)",auto,2
,6202,1180,1179,37.64924360598425,2.0,,,"LINESTRING (-111.85673845 33.31260648, -111.8607214 33.31260648)",auto,3
,6203,1179,1180,37.64924360598425,1.0,,,"LINESTRING (-111.8607214 33.31260648, -111.85673845 33.31260648)",auto,3
,6204,1163,1162,297.69763558162856,1.0,48.0,,"LINESTRING (-111.92444847 33.31260648, -111.92843141 33.31260648)",auto,2
,6205,1162,1163,297.69763558162856,1.0,48.0,,"LINESTRING (-111.92843141 33.31260648, -111.92444847 33.31260648)",auto,2
,6206,1178,1177,241.97390268149192,1.0,40.0,,"LINESTRING (-111.86470434 33.31260648, -111.86868728 33.31260648)",auto,3
,6207,1177,1178,241.97390268149192,1.0,40.0,,"LINESTRING (-111.86868728 33.31260648, -111.86470434 33.31260648)",auto,3
,6208,2103,2023,110.33454960565828,,40.0,,"LINESTRING (-111.80894315 33.33378591, -111.80894315 33.33186051)",auto,2
,6209,2023,2103,110.33454960565828,,40.0,,"LINESTRING (-111.80894315 33.33186051, -111.80894315 33.33378591)",auto,2
,6210,2023,1945,95.76324662650569,1.0,40.0,,"LINESTRING (-111.80894315 33.33186051, -111.80894315 33.32993511)",auto,3
,6211,1945,2023,95.76324662650569,1.0,40.0,,"LINESTRING (-111.80894315 33.32993511, -111.80894315 33.33186051)",auto,3
,6212,1945,1858,94.15024080806468,,40.0,,"LINESTRING (-111.80894315 33.32993511, -111.80894315 33.3280097)",auto,3
,6213,1858,1945,94.15024080806468,,40.0,,"LINESTRING (-111.80894315 33.3280097, -111.80894315 33.32993511)",auto,3
,6214,2894,2965,106.57288835721232,,,,"LINESTRING (-111.88461905 33.35496535, -111.88860199 33.35689075)",auto,1
,6215,2965,2894,106.57288835721232,,,,"LINESTRING (-111.88860199 33.35689075, -111.88461905 33.35496535)",auto,1
,6216,2387,2389,776.2591986970434,,,,"LINESTRING (-111.89258494 33.34148752, -111.88461905 33.34148752)",auto,1
,6217,2389,2387,776.2591986970434,,,,"LINESTRING (-111.88461905 33.34148752, -111.89258494 33.34148752)",auto,1
,6218,2389,2390,282.34208081646005,1.0,,,"LINESTRING (-111.88461905 33.34148752, -111.88063611 33.34148752)",auto,2
,6219,2390,2389,282.34208081646005,1.0,,,"LINESTRING (-111.88063611 33.34148752, -111.88461905 33.34148752)",auto,2
,6220,2318,2319,243.13616418991504,,,,"LINESTRING (-111.86868728 33.33956212, -111.86470434 33.33956212)",auto,3
,6221,2319,2318,243.13616418991504,,,,"LINESTRING (-111.86470434 33.33956212, -111.86868728 33.33956212)",auto,3
,6222,2319,2320,194.99506346648286,,,,"LINESTRING (-111.86470434 33.33956212, -111.8607214 33.33956212)",auto,3
,6223,2320,2319,194.99506346648286,,,,"LINESTRING (-111.8607214 33.33956212, -111.86470434 33.33956212)",auto,3
,6224,2393,2317,186.36707980607508,,,,"LINESTRING (-111.86868728 33.34148752, -111.87267022 33.33956212)",auto,1
,6225,2317,2393,186.3670798060751,,,,"LINESTRING (-111.87267022 33.33956212, -111.86868728 33.34148752)",auto,1
,6226,2317,2316,175.68698263883337,,,,"LINESTRING (-111.87267022 33.33956212, -111.87665316 33.33956212)",auto,1
,6227,2316,2317,175.6869826388334,,,,"LINESTRING (-111.87665316 33.33956212, -111.87267022 33.33956212)",auto,1
,6228,2390,2391,336.7332305811644,1.0,,,"LINESTRING (-111.88063611 33.34148752, -111.87665316 33.34148752)",auto,2
,6229,2391,2390,336.73323058116443,1.0,,,"LINESTRING (-111.87665316 33.34148752, -111.88063611 33.34148752)",auto,2
,6230,2391,2316,151.58276822703127,2.0,,,"LINESTRING (-111.87665316 33.34148752, -111.87665316 33.33956212)",auto,3
,6231,2316,2391,151.58276822703127,2.0,,,"LINESTRING (-111.87665316 33.33956212, -111.87665316 33.34148752)",auto,3
,6232,2395,2396,95.79553509625843,,,,"LINESTRING (-111.8607214 33.34148752, -111.85673845 33.34148752)",auto,1
,6233,2396,2395,95.79553509625843,,,,"LINESTRING (-111.85673845 33.34148752, -111.8607214 33.34148752)",auto,1
,6234,2396,2397,203.37911076176292,,,,"LINESTRING (-111.85673845 33.34148752, -111.85275551 33.34148752)",auto,3
,6235,2397,2396,203.37911076176295,,,,"LINESTRING (-111.85275551 33.34148752, -111.85673845 33.34148752)",auto,3
,6236,3139,3138,113.76370336033241,1.0,,,"LINESTRING (-111.81690904 33.36074156, -111.82089198 33.36074156)",auto,1
,6237,3138,3139,113.76370336033241,1.0,,,"LINESTRING (-111.82089198 33.36074156, -111.81690904 33.36074156)",auto,1
,6238,3138,3137,195.15182317780412,1.0,,,"LINESTRING (-111.82089198 33.36074156, -111.82487492 33.36074156)",auto,2
,6239,3137,3138,195.15182317780415,1.0,,,"LINESTRING (-111.82487492 33.36074156, -111.82089198 33.36074156)",auto,2
,6240,3059,3058,177.12685282681022,1.0,,,"LINESTRING (-111.80894315 33.35881615, -111.81292609 33.35881615)",auto,2
,6241,3058,3059,177.12685282681025,1.0,,,"LINESTRING (-111.81292609 33.35881615, -111.80894315 33.35881615)",auto,2
,6242,2010,1932,130.45311542236743,2.0,,,"LINESTRING (-111.8607214 33.33186051, -111.8607214 33.32993511)",auto,2
,6243,1932,2010,130.45311542236743,2.0,,,"LINESTRING (-111.8607214 33.32993511, -111.8607214 33.33186051)",auto,2
,6244,2010,2092,111.81763681725693,3.0,,,"LINESTRING (-111.8607214 33.33186051, -111.8607214 33.33378591)",auto,2
,6245,2092,2010,111.81763681725693,4.0,,,"LINESTRING (-111.8607214 33.33378591, -111.8607214 33.33186051)",auto,2
,6246,1092,1179,210.26785539806832,1.5,40.0,,"LINESTRING (-111.8607214 33.31068107, -111.8607214 33.31260648)",auto,4
,6247,1179,1092,210.26785539806832,1.5,40.0,,"LINESTRING (-111.8607214 33.31260648, -111.8607214 33.31068107)",auto,4
,6248,1263,1351,95.8061164797623,1.5,40.0,,"LINESTRING (-111.8607214 33.31453188, -111.8607214 33.31645728)",auto,3
,6249,1351,1263,95.8061164797623,1.5,40.0,,"LINESTRING (-111.8607214 33.31645728, -111.8607214 33.31453188)",auto,3
,6250,925,1011,408.2463627787324,,,,"LINESTRING (-111.86470434 33.30683027, -111.8607214 33.30875567)",auto,1
,6251,1011,925,408.2463627787324,,,,"LINESTRING (-111.8607214 33.30875567, -111.86470434 33.30683027)",auto,1
,6252,1932,1845,165.04852893206805,2.0,,,"LINESTRING (-111.8607214 33.32993511, -111.8607214 33.3280097)",auto,4
,6253,1845,1932,165.04852893206805,2.0,,,"LINESTRING (-111.8607214 33.3280097, -111.8607214 33.32993511)",auto,4
,6254,2218,2133,431.1848494837577,1.0,40.0,,"LINESTRING (-111.99614143 33.33763672, -112.00012437 33.33571131)",auto,1
,6255,2133,2218,431.18484948375783,1.0,40.0,,"LINESTRING (-112.00012437 33.33571131, -111.99614143 33.33763672)",auto,1
,6256,3740,3828,47.666978623795686,,,,"LINESTRING (-111.74521608 33.37421938, -111.74919902 33.37614479)",auto,1
,6257,3828,3740,47.666978623795686,,,,"LINESTRING (-111.74919902 33.37614479, -111.74521608 33.37421938)",auto,1
,6258,6358,6359,129.1243579138738,,,,"LINESTRING (-111.7571649 33.43390689, -111.75318196 33.43390689)",auto,2
,6259,6359,6358,129.1243579138738,,,,"LINESTRING (-111.75318196 33.43390689, -111.7571649 33.43390689)",auto,2
,6260,5470,5469,27.275096570150474,,,,"LINESTRING (-111.94038024 33.41272745, -111.94436318 33.41272745)",auto,1
,6261,5469,5470,27.275096570150474,,,,"LINESTRING (-111.94436318 33.41272745, -111.94038024 33.41272745)",auto,1
,6262,3786,3699,249.20495205433522,,,,"LINESTRING (-111.92444847 33.37614479, -111.92046553 33.37421938)",auto,1
,6263,3699,3786,249.2049520543352,,,,"LINESTRING (-111.92046553 33.37421938, -111.92444847 33.37614479)",auto,1
,6264,4416,4417,115.80947898024833,,,,"LINESTRING (-111.88860199 33.38962261, -111.88461905 33.38962261)",auto,3
,6265,4417,4416,115.8094789802483,,,,"LINESTRING (-111.88461905 33.38962261, -111.88860199 33.38962261)",auto,3
,6266,4405,4406,164.92138883288217,,,,"LINESTRING (-111.93241435 33.38962261, -111.92843141 33.38962261)",auto,2
,6267,4406,4405,164.92138883288217,,,,"LINESTRING (-111.92843141 33.38962261, -111.93241435 33.38962261)",auto,2
,6268,4409,4410,138.37180720582933,,,,"LINESTRING (-111.91648259 33.38962261, -111.91249964 33.38962261)",auto,2
,6269,4410,4409,138.37180720582933,,,,"LINESTRING (-111.91249964 33.38962261, -111.91648259 33.38962261)",auto,2
,6270,4411,4412,189.43769350825306,,,,"LINESTRING (-111.9085167 33.38962261, -111.90453376 33.38962261)",auto,2
,6271,4412,4411,189.43769350825306,,,,"LINESTRING (-111.90453376 33.38962261, -111.9085167 33.38962261)",auto,2
,6272,4414,4415,323.253581555314,,,,"LINESTRING (-111.89656788 33.38962261, -111.89258494 33.38962261)",auto,1
,6273,4415,4414,323.253581555314,,,,"LINESTRING (-111.89258494 33.38962261, -111.89656788 33.38962261)",auto,1
,6274,938,1023,126.4932856265418,1.0,40.0,,"LINESTRING (-111.81292609 33.30683027, -111.81292609 33.30875567)",auto,4
,6275,1023,938,126.4932856265418,1.0,40.0,,"LINESTRING (-111.81292609 33.30875567, -111.81292609 33.30683027)",auto,4
,6276,856,767,138.82511141601375,,,,"LINESTRING (-111.81292609 33.30490486, -111.81292609 33.30297946)",auto,2
,6277,767,856,138.82511141601373,,,,"LINESTRING (-111.81292609 33.30297946, -111.81292609 33.30490486)",auto,2
,6278,4426,4336,332.1793801148135,,,,"LINESTRING (-111.84080669 33.38962261, -111.83682375 33.38769721)",auto,1
,6279,4336,4426,332.1793801148135,,,,"LINESTRING (-111.83682375 33.38769721, -111.84080669 33.38962261)",auto,1
,6280,5068,4977,198.98121251173816,2.0,,,"LINESTRING (-111.80496021 33.40310043, -111.80496021 33.40117503)",auto,3
,6281,4977,5068,198.98121251173816,2.0,,,"LINESTRING (-111.80496021 33.40117503, -111.80496021 33.40310043)",auto,3
,6282,3341,3342,202.04432413976497,1.0,40.0,,"LINESTRING (-111.96826083 33.36651777, -111.96427789 33.36651777)",auto,2
,6283,3342,3341,202.04432413976497,1.0,40.0,,"LINESTRING (-111.96427789 33.36651777, -111.96826083 33.36651777)",auto,2
,6284,5932,6017,70.8216447298146,1.0,,,"LINESTRING (-111.7093696 33.42235447, -111.7093696 33.42427987)",auto,3
,6285,6017,5932,70.8216447298146,2.0,,,"LINESTRING (-111.7093696 33.42427987, -111.7093696 33.42235447)",auto,3
,6286,6017,6092,122.21792019719216,1.0,,,"LINESTRING (-111.7093696 33.42427987, -111.7093696 33.42620528)",auto,3
,6287,6092,6017,122.21792019719216,1.0,,,"LINESTRING (-111.7093696 33.42620528, -111.7093696 33.42427987)",auto,3
,6288,5108,5109,268.45736950633614,1.0,40.0,,"LINESTRING (-112.02800497 33.40502584, -112.02402202 33.40502584)",auto,2
,6289,5109,5108,268.45736950633614,1.0,40.0,,"LINESTRING (-112.02402202 33.40502584, -112.02800497 33.40502584)",auto,2
,6290,5109,5110,267.2747863722654,1.0,40.0,,"LINESTRING (-112.02402202 33.40502584, -112.02003908 33.40502584)",auto,2
,6291,5110,5109,267.27478637226534,1.0,40.0,,"LINESTRING (-112.02003908 33.40502584, -112.02402202 33.40502584)",auto,2
,6292,6782,6862,120.66377934583885,,,,"LINESTRING (-111.79301138 33.44545931, -111.79301138 33.44738471)",auto,2
,6293,6862,6782,120.66377934583885,,,,"LINESTRING (-111.79301138 33.44738471, -111.79301138 33.44545931)",auto,2
,6294,6350,6290,87.35314209417157,2.0,72.0,,"LINESTRING (-111.78902844 33.43390689, -111.78902844 33.43198149)",auto,3
,6295,6290,6350,87.35314209417157,2.0,72.0,,"LINESTRING (-111.78902844 33.43198149, -111.78902844 33.43390689)",auto,3
,6296,7383,7453,54.54721130597459,3.0,,,"LINESTRING (-111.78902844 33.46086254, -111.78902844 33.46278794)",auto,3
,6297,7453,7383,103.66191025631709,3.0,,,"LINESTRING (-111.78902844 33.46278794, -111.78902844 33.46086254)",auto,3
,6298,5086,4995,48.1850442737614,1.0,40.0,,"LINESTRING (-111.73326725 33.40310043, -111.73326725 33.40117503)",auto,3
,6299,4995,5086,48.1850442737614,1.0,40.0,,"LINESTRING (-111.73326725 33.40117503, -111.73326725 33.40310043)",auto,3
,6300,6248,6315,118.90415479944474,1.0,,,"LINESTRING (-111.67352312 33.43005608, -111.67352312 33.43198149)",auto,1
,6301,6315,6248,118.90415479944474,1.0,,,"LINESTRING (-111.67352312 33.43198149, -111.67352312 33.43005608)",auto,1
,6302,3794,3706,192.8464241834331,1.3333333333333333,40.0,,"LINESTRING (-111.89258494 33.37614479, -111.89258494 33.37421938)",auto,3
,6303,3706,3794,192.74225409047435,1.0,40.0,,"LINESTRING (-111.89258494 33.37421938, -111.89258494 33.37614479)",auto,3
,6304,3706,3613,170.18757161560902,1.0,44.0,,"LINESTRING (-111.89258494 33.37421938, -111.89258494 33.37229398)",auto,3
,6305,3613,3706,123.30235411546778,1.0,44.0,,"LINESTRING (-111.89258494 33.37229398, -111.89258494 33.37421938)",auto,2
,6306,3120,3039,78.97877247685992,1.0,,,"LINESTRING (-111.89258494 33.36074156, -111.89258494 33.35881615)",auto,2
,6307,3039,3120,125.82784370249249,1.5,,,"LINESTRING (-111.89258494 33.35881615, -111.89258494 33.36074156)",auto,3
,6308,3441,3360,129.45174110120857,1.5,48.0,,"LINESTRING (-111.89258494 33.36844317, -111.89258494 33.36651777)",auto,3
,6309,3360,3441,88.78989645108862,1.0,48.0,,"LINESTRING (-111.89258494 33.36651777, -111.89258494 33.36844317)",auto,2
,6310,3360,3276,79.30661380429936,2.0,,,"LINESTRING (-111.89258494 33.36651777, -111.89258494 33.36459237)",auto,4
,6311,3276,3360,96.79315105491919,,,,"LINESTRING (-111.89258494 33.36459237, -111.89258494 33.36651777)",auto,2
,6312,3613,3528,116.54022230471553,2.6666666666666665,64.0,,"LINESTRING (-111.89258494 33.37229398, -111.89258494 33.37036858)",auto,3
,6313,3528,3613,110.42151256635462,2.6666666666666665,64.0,,"LINESTRING (-111.89258494 33.37036858, -111.89258494 33.37229398)",auto,3
,6314,7162,7163,105.66901063858217,1.0,40.0,,"LINESTRING (-111.80894315 33.45508632, -111.80496021 33.45508632)",auto,1
,6315,7163,7162,105.66901063858217,1.0,40.0,,"LINESTRING (-111.80496021 33.45508632, -111.80894315 33.45508632)",auto,1
,6316,4454,4361,100.7651053518163,,,,"LINESTRING (-111.72928431 33.38962261, -111.72928431 33.38769721)",auto,3
,6317,4361,4454,100.7651053518163,,,,"LINESTRING (-111.72928431 33.38769721, -111.72928431 33.38962261)",auto,3
,6318,6147,6077,121.35611269108661,1.5,56.0,,"LINESTRING (-111.76911373 33.42813068, -111.76911373 33.42620528)",auto,3
,6319,6077,6147,121.35611269108661,1.5,56.0,,"LINESTRING (-111.76911373 33.42620528, -111.76911373 33.42813068)",auto,3
,6320,6077,6002,81.64021012849452,1.5,56.0,,"LINESTRING (-111.76911373 33.42620528, -111.76911373 33.42427987)",auto,2
,6321,6002,6077,81.64021012849452,1.5,56.0,,"LINESTRING (-111.76911373 33.42427987, -111.76911373 33.42620528)",auto,2
,6322,7054,7125,157.4039298121326,1.0,40.0,,"LINESTRING (-112.02003908 33.45316092, -112.02003908 33.45508632)",auto,2
,6323,7125,7054,157.4039298121326,1.0,40.0,,"LINESTRING (-112.02003908 33.45508632, -112.02003908 33.45316092)",auto,2
,6324,6819,6898,110.493284323115,,,,"LINESTRING (-112.02003908 33.44738471, -112.02003908 33.44931012)",auto,2
,6325,6898,6819,110.49328432311502,,,,"LINESTRING (-112.02003908 33.44931012, -112.02003908 33.44738471)",auto,2
,6326,6898,6968,114.37652050409417,,,,"LINESTRING (-112.02003908 33.44931012, -112.02003908 33.45123552)",auto,2
,6327,6968,6898,114.37652050409417,,,,"LINESTRING (-112.02003908 33.45123552, -112.02003908 33.44931012)",auto,2
,6328,684,602,83.00289927241391,1.0,40.0,,"LINESTRING (-111.80496021 33.30105406, -111.80496021 33.29912865)",auto,2
,6329,602,684,83.00289927241391,1.0,40.0,,"LINESTRING (-111.80496021 33.29912865, -111.80496021 33.30105406)",auto,2
,6330,3707,3706,148.02620067702256,1.0,48.0,,"LINESTRING (-111.88860199 33.37421938, -111.89258494 33.37421938)",auto,1
,6331,3706,3707,148.02620067702256,1.0,48.0,,"LINESTRING (-111.89258494 33.37421938, -111.88860199 33.37421938)",auto,1
,6332,6117,6118,261.3679786910668,,,,"LINESTRING (-111.9085167 33.42813068, -111.90453376 33.42813068)",auto,1
,6333,6118,6117,261.3679786910668,,,,"LINESTRING (-111.90453376 33.42813068, -111.9085167 33.42813068)",auto,1
,6334,6118,6119,398.32031659680723,,,,"LINESTRING (-111.90453376 33.42813068, -111.90055082 33.42813068)",auto,1
,6335,6119,6118,398.3203165968073,,,,"LINESTRING (-111.90055082 33.42813068, -111.90453376 33.42813068)",auto,1
,6336,5821,5822,204.12345827740754,,,,"LINESTRING (-111.82487492 33.42042907, -111.82089198 33.42042907)",auto,1
,6337,5822,5821,204.12345827740754,,,,"LINESTRING (-111.82089198 33.42042907, -111.82487492 33.42042907)",auto,1
,6338,5582,5583,211.3540393529729,1.0,40.0,,"LINESTRING (-111.80097727 33.41465285, -111.79699433 33.41465285)",auto,2
,6339,5583,5582,207.64859014456746,1.0,56.0,,"LINESTRING (-111.79699433 33.41465285, -111.80097727 33.41465285)",auto,2
,6340,5584,5585,165.47038085455821,1.0,,,"LINESTRING (-111.79301138 33.41465285, -111.78902844 33.41465285)",auto,2
,6341,5585,5584,135.17300841782725,1.0,,,"LINESTRING (-111.78902844 33.41465285, -111.79301138 33.41465285)",auto,2
,6342,6821,6822,196.21180329745096,2.0,40.0,,"LINESTRING (-112.0120732 33.44738471, -112.00809025 33.44738471)",auto,2
,6343,6822,6821,293.43288009208464,2.0,40.0,,"LINESTRING (-112.00809025 33.44738471, -112.0120732 33.44738471)",auto,2
,6344,2264,2265,218.14240176300058,,,,"LINESTRING (-111.77707961 33.33763672, -111.77309667 33.33763672)",auto,2
,6345,2265,2264,218.14240176300058,,,,"LINESTRING (-111.77309667 33.33763672, -111.77707961 33.33763672)",auto,2
,6346,2233,2232,89.833185314611,,,,"LINESTRING (-111.91648259 33.33763672, -111.92046553 33.33763672)",auto,1
,6347,2232,2233,89.833185314611,,,,"LINESTRING (-111.92046553 33.33763672, -111.91648259 33.33763672)",auto,1
,6348,2234,2235,101.31851513785617,,,,"LINESTRING (-111.91249964 33.33763672, -111.9085167 33.33763672)",auto,1
,6349,2235,2234,101.31851513785617,,,,"LINESTRING (-111.9085167 33.33763672, -111.91249964 33.33763672)",auto,1
,6350,2235,2236,95.35070005992411,,,,"LINESTRING (-111.9085167 33.33763672, -111.90453376 33.33763672)",auto,1
,6351,2236,2235,95.35070005992411,,,,"LINESTRING (-111.90453376 33.33763672, -111.9085167 33.33763672)",auto,1
